Book_ID,Book_Title,Author,Genre,Customer_ID,Age,Gender,Country,Income_Level,Price,Quantity,Cost,Sales,Profit,Profit_Margin (%),Purchase_Date
427,Startup Guide,Emily Davis,Finance,25796,36,Female,Canada,High,99.26,3,57.65,297.78,124.82,41.92,2025-08-31
428,Entrepreneur Mindset,Michael Brown,Business,17408,29,Female,Germany,Low,16.52,3,10.51,49.56,18.04,36.41,2023-10-05
429,Corporate Success,Robert Wilson,Business,33553,23,Male,Germany,Medium,64.22,3,40.07,192.66,72.44,37.6,2024-11-10
430,Corporate Success,John Smith,Business,48327,48,Female,Australia,High,77.64,1,31.64,77.64,46.0,59.25,2025-07-10
431,Marketing 101,Sarah Johnson,Finance,35673,42,Female,Germany,Medium,85.24,4,59.04,340.96,104.78,30.73,2025-07-02
432,Financial Freedom,John Smith,Marketing,75449,34,Female,USA,Medium,77.12,9,44.08,694.08,297.33,42.84,2025-08-23
433,Corporate Success,Robert Wilson,Finance,79857,50,Female,USA,Low,66.58,4,28.27,266.32,153.23,57.54,2025-03-31
434,Investment Basics,Emily Davis,Finance,17187,43,Male,USA,Low,54.32,8,34.67,434.56,157.21,36.18,2023-04-24
435,Corporate Success,Michael Brown,Business,89035,24,Male,UK,High,62.22,7,25.62,435.54,256.19,58.82,2023-09-15
436,Management Skills,Robert Wilson,Finance,35023,59,Female,UK,High,95.89,5,54.73,479.45,205.8,42.93,2023-02-24
437,Entrepreneur Mindset,Michael Brown,Marketing,13289,41,Female,UK,Medium,62.58,6,31.71,375.48,185.21,49.33,2025-05-20
438,Business Strategy,John Smith,Finance,92223,36,Male,Germany,Low,77.23,4,58.89,308.92,73.35,23.74,2024-10-04
439,Corporate Success,Michael Brown,Business,71958,63,Female,Germany,Medium,57.75,6,34.52,346.5,139.38,40.23,2023-08-05
440,Financial Freedom,John Smith,Leadership,66154,63,Male,Australia,Medium,74.62,5,49.56,373.1,125.28,33.58,2023-10-04
441,Investment Basics,Jessica Taylor,Finance,61126,30,Female,UK,Medium,75.39,9,38.47,678.51,332.3,48.98,2023-07-27
442,Management Skills,Michael Brown,Marketing,76743,61,Female,Canada,Medium,49.62,3,23.83,148.86,77.38,51.98,2024-02-18
443,Marketing 101,John Smith,Leadership,85396,60,Male,Australia,Low,25.49,2,10.77,50.98,29.45,57.76,2025-07-09
444,Digital Marketing,Sarah Johnson,Marketing,91791,52,Male,Germany,Medium,42.32,4,18.28,169.28,96.15,56.8,2024-10-15
445,Investment Basics,Sarah Johnson,Finance,35633,67,Female,UK,Medium,86.94,4,53.9,347.76,132.14,38.0,2023-02-22
446,Startup Guide,John Smith,Business,25498,18,Male,USA,High,82.82,2,43.95,165.64,77.73,46.93,2023-02-01
447,Business Strategy,Robert Wilson,Marketing,55535,63,Female,Germany,Low,47.1,5,26.55,235.5,102.76,43.64,2025-11-26
448,Digital Marketing,Emily Davis,Leadership,84459,55,Male,Germany,Medium,46.19,5,28.99,230.95,86.0,37.24,2025-09-23
449,Digital Marketing,Emily Davis,Business,38127,44,Male,USA,Low,81.12,7,50.2,567.84,216.43,38.11,2024-03-01
450,Leadership Secrets,Robert Wilson,Marketing,13588,33,Female,UK,Medium,46.84,6,34.65,281.04,73.14,26.02,2025-07-16
451,Management Skills,Jessica Taylor,Marketing,88259,59,Female,Germany,Low,52.14,5,37.07,260.7,75.37,28.91,2025-11-07
452,Entrepreneur Mindset,Michael Brown,Business,43357,54,Female,USA,Low,48.45,9,34.16,436.05,128.64,29.5,2024-12-15
453,Corporate Success,Emily Davis,Finance,55893,51,Male,Australia,Medium,66.74,8,40.22,533.92,212.18,39.74,2024-11-03
454,Financial Freedom,Robert Wilson,Leadership,93615,52,Male,Canada,Medium,43.23,1,20.51,43.23,22.72,52.55,2025-05-11
455,Leadership Secrets,Robert Wilson,Leadership,83791,64,Female,Canada,Medium,37.17,9,23.08,334.53,126.77,37.89,2023-07-26
456,Marketing 101,John Smith,Leadership,44045,53,Male,Canada,High,68.22,8,38.95,545.76,234.19,42.91,2024-11-13
457,Management Skills,John Smith,Business,60062,19,Male,Germany,Medium,64.53,3,32.04,193.59,97.47,50.35,2024-09-23
458,Digital Marketing,Robert Wilson,Finance,92207,41,Male,Germany,Medium,11.92,2,5.98,23.84,11.89,49.85,2023-08-15
459,Entrepreneur Mindset,John Smith,Finance,42457,28,Male,UK,Low,59.91,1,35.69,59.91,24.22,40.42,2025-04-25
460,Business Strategy,John Smith,Marketing,90123,46,Male,Germany,Medium,93.08,6,72.99,558.48,120.53,21.58,2025-07-01
461,Digital Marketing,Robert Wilson,Marketing,19636,43,Female,Canada,Low,28.0,8,19.83,224.0,65.35,29.18,2023-10-18
462,Business Strategy,Michael Brown,Finance,34295,58,Male,Germany,Low,90.79,1,55.62,90.79,35.17,38.74,2025-09-19
463,Marketing 101,John Smith,Leadership,21582,35,Female,Australia,Low,61.07,4,47.17,244.28,55.59,22.76,2023-12-07
464,Digital Marketing,Robert Wilson,Leadership,94106,65,Female,Canada,Low,70.01,2,39.32,140.02,61.39,43.84,2023-04-14
465,Leadership Secrets,Michael Brown,Leadership,99167,42,Male,Germany,Low,55.73,8,30.35,445.84,203.0,45.53,2024-08-01
466,Startup Guide,Jessica Taylor,Marketing,68906,48,Male,Canada,Medium,52.05,8,29.98,416.4,176.57,42.4,2024-01-09
467,Business Strategy,Michael Brown,Finance,54045,32,Male,Australia,Medium,54.98,4,35.72,219.92,77.06,35.04,2023-06-24
468,Marketing 101,Sarah Johnson,Marketing,49134,62,Female,USA,High,14.74,8,5.91,117.92,70.68,59.94,2023-03-05
469,Corporate Success,John Smith,Business,49599,46,Male,Canada,Low,33.65,6,25.08,201.9,51.43,25.47,2024-08-02
470,Entrepreneur Mindset,Robert Wilson,Business,65665,36,Female,UK,Medium,65.06,7,27.45,455.42,263.27,57.81,2023-03-22
471,Digital Marketing,Jessica Taylor,Leadership,27099,48,Female,Canada,Low,54.87,7,23.13,384.09,222.17,57.84,2023-12-09
472,Marketing 101,Jessica Taylor,Leadership,74540,18,Male,Australia,High,88.0,8,50.39,704.0,300.91,42.74,2023-12-18
473,Startup Guide,Sarah Johnson,Leadership,94864,55,Female,Germany,Medium,28.41,5,15.82,142.05,62.93,44.3,2023-07-13
474,Digital Marketing,Sarah Johnson,Leadership,38113,67,Male,Australia,Low,26.62,4,14.68,106.48,47.78,44.87,2024-10-21
475,Investment Basics,John Smith,Finance,64668,53,Female,Germany,Low,17.8,2,7.98,35.6,19.64,55.17,2023-02-12
476,Leadership Secrets,Robert Wilson,Finance,69019,47,Female,USA,Medium,61.34,7,35.11,429.38,183.59,42.76,2024-06-01
477,Financial Freedom,Sarah Johnson,Finance,90001,20,Female,Canada,Medium,17.39,7,11.49,121.73,41.32,33.95,2023-11-10
478,Business Strategy,Jessica Taylor,Leadership,78284,29,Female,UK,Medium,25.81,7,20.57,180.67,36.68,20.3,2025-08-31
479,Business Strategy,John Smith,Marketing,51430,61,Male,Canada,Low,11.59,7,6.31,81.13,36.95,45.54,2024-03-18
480,Startup Guide,Jessica Taylor,Business,37692,58,Male,Australia,Low,10.27,4,6.07,41.08,16.79,40.88,2025-11-25
481,Management Skills,John Smith,Finance,51310,36,Female,UK,High,34.61,9,25.51,311.49,81.94,26.31,2023-04-08
482,Financial Freedom,Michael Brown,Marketing,32770,43,Female,Australia,Low,15.95,6,11.18,95.7,28.6,29.89,2025-12-18
483,Management Skills,Robert Wilson,Business,34603,38,Male,UK,Medium,41.06,4,25.85,164.24,60.83,37.04,2024-01-03
484,Business Strategy,Jessica Taylor,Business,53454,26,Female,UK,Medium,19.9,1,12.0,19.9,7.9,39.69,2025-05-17
485,Startup Guide,Michael Brown,Leadership,59886,66,Female,Germany,Medium,45.62,6,19.94,273.72,154.08,56.29,2025-12-10
486,Management Skills,John Smith,Marketing,67813,46,Female,UK,High,88.61,3,38.5,265.83,150.33,56.55,2024-11-06
487,Leadership Secrets,Robert Wilson,Leadership,93140,67,Female,Germany,High,30.14,9,23.24,271.26,62.12,22.9,2024-06-08
488,Digital Marketing,Jessica Taylor,Business,96685,65,Female,UK,Medium,34.95,8,21.89,279.6,104.48,37.37,2025-08-19
489,Startup Guide,John Smith,Finance,51134,68,Female,Australia,Low,86.64,3,51.95,259.92,104.06,40.04,2023-02-27
490,Financial Freedom,Sarah Johnson,Marketing,11032,18,Female,Germany,Medium,61.56,8,33.21,492.48,226.81,46.06,2025-04-08
491,Investment Basics,John Smith,Leadership,71859,58,Male,Canada,Low,11.62,7,7.66,81.34,27.71,34.06,2025-06-09
492,Leadership Secrets,Emily Davis,Leadership,81391,58,Male,Australia,Low,62.61,3,32.91,187.83,89.09,47.43,2024-06-20
493,Management Skills,Robert Wilson,Marketing,85606,51,Male,Australia,High,51.53,1,35.7,51.53,15.83,30.72,2025-07-11
494,Entrepreneur Mindset,Jessica Taylor,Finance,90037,21,Female,Australia,Medium,61.98,7,29.31,433.86,228.72,52.72,2024-01-02
495,Marketing 101,Emily Davis,Marketing,17572,47,Male,UK,Medium,40.29,2,17.13,80.58,46.31,57.48,2024-03-19
496,Corporate Success,Sarah Johnson,Business,33277,35,Female,Canada,Low,88.75,9,62.35,798.75,237.57,29.74,2023-04-02
497,Leadership Secrets,Sarah Johnson,Business,34994,18,Male,Canada,Low,13.47,6,6.27,80.82,43.19,53.44,2023-06-15
498,Marketing 101,Michael Brown,Business,88790,56,Female,Australia,High,12.47,4,6.94,49.88,22.12,44.35,2023-05-17
499,Business Strategy,Jessica Taylor,Business,93972,18,Male,USA,Medium,43.29,2,33.2,86.58,20.18,23.3,2025-04-26
500,Startup Guide,Emily Davis,Business,80749,48,Female,UK,High,86.6,3,52.58,259.8,102.07,39.29,2025-08-05
501,Startup Guide,John Smith,Finance,36769,69,Male,Germany,Low,30.28,8,20.86,242.24,75.35,31.11,2025-01-13
502,Business Strategy,John Smith,Finance,23112,44,Male,USA,Low,66.97,7,28.87,468.79,266.72,56.9,2024-09-21
503,Business Strategy,Emily Davis,Finance,53379,49,Female,Australia,High,59.08,9,30.18,531.72,260.12,48.92,2025-04-30
504,Investment Basics,Jessica Taylor,Business,94824,25,Male,USA,Medium,40.84,9,30.37,367.56,94.25,25.64,2023-07-25
505,Business Strategy,John Smith,Business,40823,55,Male,Germany,High,41.54,3,21.13,124.62,61.24,49.14,2023-11-01
506,Financial Freedom,Michael Brown,Finance,87281,49,Female,USA,Low,15.13,9,10.32,136.17,43.29,31.79,2024-10-19
507,Corporate Success,Jessica Taylor,Finance,99008,30,Female,USA,High,11.43,1,5.32,11.43,6.11,53.41,2025-04-09
508,Entrepreneur Mindset,Michael Brown,Marketing,13501,45,Male,USA,Low,96.57,6,44.55,579.42,312.09,53.86,2025-07-23
509,Business Strategy,Robert Wilson,Business,36989,37,Female,Germany,Low,40.03,5,19.04,200.15,104.97,52.45,2024-05-02
510,Digital Marketing,Sarah Johnson,Marketing,56764,36,Female,USA,Low,78.81,4,55.89,315.24,91.7,29.09,2024-02-23
511,Management Skills,Sarah Johnson,Marketing,60269,29,Female,Canada,Low,73.38,1,58.27,73.38,15.11,20.59,2023-06-27
512,Marketing 101,John Smith,Marketing,13914,53,Female,Canada,Low,70.5,2,29.61,141.0,81.79,58.01,2025-10-14
513,Financial Freedom,Robert Wilson,Business,89921,25,Female,UK,Medium,30.66,1,20.61,30.66,10.05,32.79,2024-01-20
514,Leadership Secrets,Sarah Johnson,Leadership,63998,23,Male,Australia,Low,29.27,7,19.4,204.89,69.11,33.73,2024-07-17
515,Financial Freedom,Sarah Johnson,Business,42698,40,Male,Canada,Low,12.0,3,9.0,36.0,9.01,25.01,2023-11-12
516,Digital Marketing,John Smith,Leadership,19894,25,Female,Germany,High,79.39,9,35.39,714.51,395.96,55.42,2024-04-27
517,Leadership Secrets,Emily Davis,Business,56877,68,Male,UK,High,13.07,4,9.91,52.28,12.65,24.2,2025-08-05
518,Entrepreneur Mindset,Jessica Taylor,Leadership,30043,63,Female,Germany,High,33.95,8,18.57,271.6,123.03,45.3,2024-08-09
519,Corporate Success,Emily Davis,Finance,25534,42,Female,UK,High,17.68,7,8.86,123.76,61.72,49.87,2024-05-20
520,Investment Basics,John Smith,Leadership,58370,62,Male,Australia,Medium,76.34,5,56.66,381.7,98.42,25.78,2023-07-12
521,Entrepreneur Mindset,Jessica Taylor,Business,23567,31,Female,Germany,High,16.36,1,12.01,16.36,4.35,26.57,2025-07-21
522,Financial Freedom,John Smith,Finance,78420,46,Male,Germany,Medium,97.19,8,76.82,777.52,162.95,20.96,2024-02-07
523,Entrepreneur Mindset,John Smith,Marketing,59204,69,Male,UK,High,51.4,6,29.26,308.4,132.87,43.08,2025-11-30
524,Startup Guide,Sarah Johnson,Business,50702,38,Male,USA,Medium,33.13,5,14.58,165.65,92.73,55.98,2023-08-01
525,Investment Basics,Sarah Johnson,Business,31247,61,Male,UK,Medium,61.01,9,48.09,549.09,116.32,21.18,2024-02-25
526,Marketing 101,Sarah Johnson,Business,82448,57,Male,Canada,High,97.4,8,74.27,779.2,185.06,23.75,2024-09-14
527,Leadership Secrets,Jessica Taylor,Business,76704,36,Female,Germany,High,81.52,5,58.62,407.6,114.52,28.1,2024-02-09
528,Investment Basics,John Smith,Business,10184,42,Female,USA,Low,27.81,8,19.01,222.48,70.4,31.65,2023-01-04
529,Startup Guide,John Smith,Finance,40216,40,Male,Australia,Medium,41.84,5,21.64,209.2,100.99,48.28,2023-09-18
530,Investment Basics,John Smith,Leadership,39239,45,Female,Australia,Medium,99.4,2,59.9,198.8,79.01,39.74,2023-05-11
531,Startup Guide,Robert Wilson,Finance,96833,67,Male,USA,Low,20.03,6,11.88,120.18,48.88,40.67,2024-12-19
532,Investment Basics,Michael Brown,Business,35597,57,Female,Germany,Low,85.74,3,63.26,257.22,67.45,26.22,2025-04-24
533,Investment Basics,Jessica Taylor,Leadership,10766,21,Male,USA,Medium,98.1,5,75.08,490.5,115.09,23.46,2025-02-22
534,Marketing 101,Robert Wilson,Marketing,52842,57,Male,Canada,Medium,98.3,6,40.15,589.8,348.89,59.15,2025-10-18
535,Startup Guide,Emily Davis,Leadership,81497,56,Male,Germany,Medium,71.81,7,31.01,502.67,285.6,56.82,2024-01-29
536,Marketing 101,Jessica Taylor,Leadership,45551,46,Male,Canada,Medium,17.71,5,10.61,88.55,35.52,40.11,2023-07-19
537,Entrepreneur Mindset,Robert Wilson,Finance,79051,21,Male,USA,High,65.27,5,30.77,326.35,172.51,52.86,2023-07-09
538,Marketing 101,Jessica Taylor,Leadership,44283,67,Male,Australia,High,73.13,6,30.61,438.78,255.12,58.14,2024-09-17
539,Investment Basics,Emily Davis,Finance,22152,26,Male,Canada,Low,49.15,2,30.55,98.3,37.21,37.85,2024-05-27
540,Financial Freedom,Sarah Johnson,Business,32993,59,Male,UK,High,79.16,2,39.05,158.32,80.23,50.67,2024-12-08
541,Investment Basics,Michael Brown,Marketing,63791,44,Male,UK,Low,18.81,6,12.41,112.86,38.41,34.03,2024-06-27
542,Corporate Success,Robert Wilson,Finance,54980,32,Female,USA,Low,78.96,8,57.73,631.68,169.84,26.89,2024-11-12
543,Entrepreneur Mindset,Jessica Taylor,Leadership,80546,51,Male,Canada,Medium,14.49,6,8.51,86.94,35.89,41.28,2023-10-23
544,Marketing 101,Emily Davis,Leadership,58633,47,Male,Germany,Medium,90.96,3,49.3,272.88,124.99,45.8,2023-05-21
545,Financial Freedom,Michael Brown,Marketing,20372,55,Male,Germany,Medium,82.63,2,50.85,165.26,63.57,38.47,2024-11-18
546,Management Skills,Michael Brown,Leadership,24604,54,Female,Canada,Low,57.6,8,43.48,460.8,112.97,24.52,2024-02-03
547,Management Skills,Michael Brown,Leadership,39163,36,Female,Canada,High,32.63,6,23.21,195.78,56.55,28.88,2024-02-17
548,Financial Freedom,Jessica Taylor,Marketing,94233,58,Male,Canada,High,39.36,9,18.39,354.24,188.77,53.29,2023-06-30
549,Marketing 101,Robert Wilson,Finance,19745,49,Male,USA,High,50.65,4,32.18,202.6,73.86,36.46,2023-11-28
550,Investment Basics,John Smith,Finance,96143,63,Male,Canada,High,14.55,2,6.43,29.1,16.24,55.8,2024-06-14
551,Investment Basics,John Smith,Marketing,61939,65,Female,UK,High,62.8,5,35.36,314.0,137.18,43.69,2024-06-21
552,Marketing 101,Michael Brown,Finance,17791,24,Female,USA,High,80.12,9,34.92,721.08,406.84,56.42,2025-11-27
553,Financial Freedom,Michael Brown,Business,13004,53,Female,USA,Low,37.36,1,17.23,37.36,20.13,53.89,2023-07-04
554,Startup Guide,Emily Davis,Business,11327,26,Male,Germany,Low,17.5,3,12.44,52.5,15.18,28.92,2025-09-27
555,Entrepreneur Mindset,Robert Wilson,Business,16741,61,Male,Canada,Low,48.86,5,21.4,244.3,137.29,56.2,2025-06-30
556,Financial Freedom,Sarah Johnson,Marketing,30770,27,Female,Germany,High,22.24,1,9.54,22.24,12.7,57.12,2023-03-03
557,Entrepreneur Mindset,John Smith,Business,27616,61,Female,Australia,High,12.09,5,8.81,60.45,16.42,27.17,2024-10-28
558,Business Strategy,John Smith,Leadership,96344,60,Female,UK,Low,28.85,2,15.99,57.7,25.72,44.57,2025-09-06
559,Entrepreneur Mindset,John Smith,Leadership,89309,67,Female,USA,Medium,89.89,7,71.85,629.23,126.26,20.07,2024-08-20
560,Marketing 101,Jessica Taylor,Marketing,66568,64,Female,UK,Low,31.47,8,14.62,251.76,134.84,53.56,2024-12-27
561,Management Skills,Jessica Taylor,Marketing,90274,64,Male,Germany,Medium,69.1,6,37.35,414.6,190.47,45.94,2024-10-25
562,Entrepreneur Mindset,Jessica Taylor,Finance,44076,69,Female,Canada,High,77.53,1,37.5,77.53,40.03,51.63,2024-08-02
563,Leadership Secrets,John Smith,Leadership,57458,63,Female,USA,Low,81.44,4,51.99,325.76,117.8,36.16,2025-05-27
564,Entrepreneur Mindset,Sarah Johnson,Leadership,28850,58,Female,Germany,Low,97.76,8,62.95,782.08,278.48,35.61,2025-03-02
565,Investment Basics,Sarah Johnson,Marketing,90648,26,Female,Canada,Low,58.95,2,40.6,117.9,36.71,31.13,2023-08-22
566,Entrepreneur Mindset,John Smith,Leadership,69183,41,Male,Canada,Low,79.38,4,52.11,317.52,109.07,34.35,2024-02-09
567,Investment Basics,John Smith,Leadership,89732,68,Female,USA,High,85.52,4,61.5,342.08,96.08,28.09,2023-10-21
568,Digital Marketing,Sarah Johnson,Finance,27875,69,Male,Australia,High,21.07,6,16.57,126.42,27.01,21.36,2023-02-15
569,Marketing 101,Robert Wilson,Finance,29931,69,Male,USA,Low,59.72,5,29.96,298.6,148.82,49.84,2023-08-15
570,Financial Freedom,Jessica Taylor,Finance,37607,58,Male,Germany,Medium,98.83,9,60.15,889.47,348.16,39.14,2025-05-03
571,Marketing 101,Jessica Taylor,Finance,35635,43,Male,Australia,High,73.72,4,35.26,294.88,153.86,52.18,2024-05-16
572,Marketing 101,Jessica Taylor,Leadership,15746,54,Male,Canada,Medium,74.02,8,30.43,592.16,348.68,58.88,2024-04-09
573,Financial Freedom,Emily Davis,Business,86585,62,Female,Canada,Medium,18.26,8,9.55,146.08,69.66,47.69,2024-12-25
574,Digital Marketing,Jessica Taylor,Leadership,42430,62,Male,Australia,Low,44.8,2,24.24,89.6,41.13,45.9,2024-03-21
575,Management Skills,Emily Davis,Marketing,45095,55,Female,Australia,Low,57.81,9,43.99,520.29,124.42,23.91,2024-08-02
576,Digital Marketing,Emily Davis,Finance,21655,22,Female,Germany,Medium,16.43,5,10.7,82.15,28.65,34.88,2024-12-19
577,Digital Marketing,Emily Davis,Leadership,65852,54,Male,UK,High,31.67,7,13.15,221.69,129.64,58.48,2024-05-16
578,Corporate Success,Michael Brown,Finance,87843,61,Male,UK,Low,78.72,8,57.69,629.76,168.27,26.72,2024-05-15
579,Entrepreneur Mindset,Jessica Taylor,Business,79823,24,Male,USA,Medium,73.45,1,36.7,73.45,36.75,50.04,2025-09-13
580,Investment Basics,Jessica Taylor,Finance,98230,46,Female,Germany,Medium,15.4,8,7.04,123.2,66.85,54.26,2024-06-28
581,Entrepreneur Mindset,Robert Wilson,Leadership,71356,66,Male,USA,High,82.85,8,64.54,662.8,146.49,22.1,2025-12-08
582,Digital Marketing,Sarah Johnson,Leadership,61389,33,Female,USA,Low,64.12,9,46.73,577.08,156.54,27.13,2024-08-20
583,Marketing 101,Emily Davis,Marketing,57650,64,Female,USA,High,83.14,5,44.73,415.7,192.06,46.2,2025-08-10
584,Entrepreneur Mindset,Robert Wilson,Finance,71541,30,Male,Germany,High,71.19,9,39.99,640.71,280.81,43.83,2024-09-04
585,Entrepreneur Mindset,Jessica Taylor,Marketing,77440,46,Male,UK,Medium,85.85,5,42.12,429.25,218.66,50.94,2023-08-20
586,Corporate Success,John Smith,Business,27415,47,Male,Canada,Low,75.61,9,31.75,680.49,394.72,58.0,2025-06-08
587,Startup Guide,Jessica Taylor,Leadership,58225,33,Male,UK,High,76.27,7,50.61,533.89,179.59,33.64,2025-03-04
588,Investment Basics,Emily Davis,Finance,54200,54,Female,UK,Medium,17.58,8,13.43,140.64,33.19,23.6,2024-06-15
589,Investment Basics,Emily Davis,Leadership,49180,65,Female,UK,Medium,38.7,9,21.99,348.3,150.4,43.18,2024-04-10
590,Business Strategy,Sarah Johnson,Marketing,89611,55,Male,USA,Medium,85.59,3,51.77,256.77,101.47,39.52,2023-12-14
591,Entrepreneur Mindset,Sarah Johnson,Business,39955,41,Female,USA,Low,22.4,5,15.03,112.0,36.85,32.9,2024-04-24
592,Startup Guide,John Smith,Finance,64411,50,Female,USA,Low,98.05,7,42.07,686.35,391.83,57.09,2024-08-12
593,Leadership Secrets,John Smith,Business,12700,25,Female,Australia,High,64.27,3,26.53,192.81,113.23,58.73,2023-10-22
594,Business Strategy,Sarah Johnson,Finance,73234,57,Male,UK,High,64.61,4,28.12,258.44,145.97,56.48,2023-03-11
595,Management Skills,Jessica Taylor,Finance,51610,37,Female,UK,Low,50.06,3,28.13,150.18,65.78,43.8,2024-01-21
596,Digital Marketing,Sarah Johnson,Finance,47475,57,Male,Australia,High,15.04,7,11.06,105.28,27.89,26.49,2024-06-16
597,Marketing 101,Jessica Taylor,Marketing,77141,55,Female,USA,Medium,74.58,2,41.7,149.16,65.76,44.08,2023-09-10
598,Financial Freedom,John Smith,Marketing,32876,35,Male,Australia,Low,78.93,7,58.99,552.51,139.56,25.26,2025-10-19
599,Digital Marketing,Sarah Johnson,Business,72343,41,Female,UK,Medium,87.81,4,41.47,351.24,185.36,52.77,2024-05-30
600,Startup Guide,John Smith,Business,15152,42,Female,UK,High,64.79,5,46.92,323.95,89.35,27.58,2025-08-26
601,Corporate Success,Jessica Taylor,Finance,37362,48,Male,Germany,High,33.1,5,19.35,165.5,68.76,41.55,2024-08-08
602,Management Skills,Emily Davis,Business,69592,28,Female,Germany,Medium,16.82,7,8.83,117.74,55.93,47.5,2025-08-16
603,Management Skills,Emily Davis,Business,13121,66,Male,UK,Low,95.68,4,75.76,382.72,79.68,20.82,2025-01-04
604,Startup Guide,Jessica Taylor,Finance,21205,37,Male,Australia,Low,99.33,4,72.07,397.32,109.02,27.44,2025-05-19
605,Entrepreneur Mindset,Emily Davis,Marketing,94731,36,Female,UK,Medium,69.71,4,43.6,278.84,104.43,37.45,2025-03-31
606,Leadership Secrets,Sarah Johnson,Marketing,88846,58,Female,USA,High,15.08,4,6.9,60.32,32.71,54.22,2025-03-30
607,Investment Basics,Emily Davis,Business,22375,60,Male,Germany,Low,29.02,3,17.52,87.06,34.49,39.62,2024-08-13
608,Startup Guide,Emily Davis,Marketing,49113,22,Male,UK,High,49.99,2,29.7,99.98,40.59,40.6,2024-04-11
609,Financial Freedom,John Smith,Marketing,90193,63,Male,Canada,Low,92.09,4,56.2,368.36,143.55,38.97,2025-10-09
610,Entrepreneur Mindset,Michael Brown,Marketing,17963,36,Female,USA,Low,80.69,5,63.26,403.45,87.13,21.6,2023-09-05
611,Entrepreneur Mindset,Jessica Taylor,Leadership,39311,27,Female,USA,Low,63.42,6,41.09,380.52,133.98,35.21,2024-06-06
612,Digital Marketing,Robert Wilson,Finance,55335,21,Female,Australia,Medium,68.33,1,49.06,68.33,19.27,28.2,2025-12-05
613,Corporate Success,Jessica Taylor,Finance,33249,20,Male,USA,Medium,67.92,6,53.3,407.52,87.7,21.52,2023-02-13
614,Entrepreneur Mindset,Emily Davis,Finance,87918,20,Male,Canada,High,58.95,5,42.48,294.75,82.36,27.94,2025-09-23
615,Management Skills,Emily Davis,Marketing,52721,18,Female,UK,Low,32.08,3,16.06,96.24,48.05,49.93,2025-02-08
616,Management Skills,Michael Brown,Marketing,83592,38,Female,Canada,Low,68.12,2,34.47,136.24,67.3,49.4,2024-01-09
617,Management Skills,Michael Brown,Finance,48706,52,Male,Germany,Medium,20.29,4,9.72,81.16,42.26,52.07,2024-06-30
618,Investment Basics,Emily Davis,Business,55078,22,Female,USA,High,28.34,7,17.04,198.38,79.08,39.86,2024-04-06
619,Financial Freedom,Robert Wilson,Finance,53440,42,Male,Australia,Medium,81.38,7,51.71,569.66,207.68,36.46,2024-12-04
620,Marketing 101,Robert Wilson,Leadership,50391,42,Male,Germany,Low,85.21,5,52.47,426.05,163.71,38.42,2025-11-29
621,Digital Marketing,Jessica Taylor,Business,33178,42,Female,Canada,High,87.23,4,63.74,348.92,93.95,26.93,2024-12-16
622,Startup Guide,Jessica Taylor,Marketing,87380,27,Female,Australia,Low,98.23,9,56.33,884.07,377.14,42.66,2024-07-13
623,Digital Marketing,Jessica Taylor,Leadership,19765,60,Female,Germany,High,50.59,8,39.73,404.72,86.89,21.47,2023-05-12
624,Entrepreneur Mindset,Robert Wilson,Marketing,95053,45,Female,Australia,High,20.0,7,12.15,140.0,54.94,39.24,2024-11-30
625,Business Strategy,Sarah Johnson,Business,89954,66,Female,UK,Low,45.11,3,30.49,135.33,43.87,32.42,2025-08-28
626,Corporate Success,Emily Davis,Business,31014,47,Male,UK,High,38.53,3,19.52,115.59,57.04,49.34,2024-07-30
627,Entrepreneur Mindset,Emily Davis,Finance,78402,54,Male,Canada,High,95.87,4,39.11,383.48,227.05,59.21,2025-06-21
628,Leadership Secrets,Michael Brown,Marketing,66532,60,Female,Australia,Low,79.33,2,50.19,158.66,58.29,36.74,2025-03-11
629,Leadership Secrets,John Smith,Business,67218,65,Female,USA,High,93.64,6,38.84,561.84,328.81,58.52,2025-04-19
630,Digital Marketing,Michael Brown,Marketing,59606,66,Male,USA,Medium,93.46,4,65.16,373.84,113.21,30.28,2025-08-08
631,Startup Guide,Sarah Johnson,Business,80089,38,Female,Canada,Medium,96.72,8,74.86,773.76,174.85,22.6,2024-01-15
632,Marketing 101,Robert Wilson,Leadership,29623,45,Male,Germany,Low,19.96,3,10.81,59.88,27.44,45.82,2025-01-22
633,Startup Guide,Michael Brown,Finance,60125,25,Female,USA,Low,97.11,4,50.06,388.44,188.18,48.45,2023-08-14
634,Digital Marketing,Robert Wilson,Marketing,69162,51,Male,USA,Medium,77.45,8,32.87,619.6,356.62,57.56,2025-11-30
635,Corporate Success,Robert Wilson,Finance,67246,59,Male,Canada,Low,67.26,7,48.25,470.82,133.04,28.26,2023-09-15
636,Marketing 101,Jessica Taylor,Marketing,58827,57,Female,Germany,Low,15.85,5,11.09,79.25,23.79,30.02,2023-02-13
637,Startup Guide,Michael Brown,Finance,23009,52,Male,USA,Low,34.9,4,27.5,139.6,29.6,21.2,2023-10-04
638,Financial Freedom,Michael Brown,Marketing,77428,40,Female,USA,Medium,56.49,3,38.73,169.47,53.29,31.44,2023-09-25
639,Entrepreneur Mindset,Emily Davis,Marketing,33723,38,Female,Canada,Low,51.12,5,23.41,255.6,138.57,54.21,2023-08-09
