Book,Author,Units_Sold,Price_per_Unit,Age_Group,Gender,Country,Customer_Type,Total_Sales,Cost_per_Unit,Total_Cost,Profit,Profit_Margin (%)
Hands-On Machine Learning - Geron,Eli Stevens,46,73.35,60+,Male,Netherlands,Researcher,3374.1,31.144646360286167,1432.6537325731638,1941.4462674268361,57.53967776375437
Deep Learning with Python - Chollet,Francois Chollet,36,52.7,46-60,Other,USA,Engineer,1897.2,25.79917588056517,928.7703317003461,968.4296682996539,51.04520705775111
Deep Learning with PyTorch - Stevens,Ian Goodfellow,11,71.07,36-45,Female,India,Engineer,781.77,42.763427172972314,470.3976989026954,311.37230109730456,39.82914426203417
Generative Deep Learning - Foster,Aston Zhang,15,57.73,60+,Female,UK,Student,865.9499999999999,28.785796649115518,431.78694973673277,434.16305026326717,50.13719617336649
Dive into Deep Learning - Zhang,Francois Chollet,19,61.85,18-25,Other,USA,Professional,1175.15,29.900371268960825,568.1070541102557,607.0429458897444,51.6566349733859
Fundamentals of Deep Learning - Buduma,Nithin Buduma,7,56.31,46-60,Female,USA,Researcher,394.17,25.63966367453999,179.47764572177994,214.69235427822008,54.46694428247205
Deep Learning with PyTorch - Stevens,Aurelien Geron,28,53.16,36-45,Male,Netherlands,Engineer,1488.48,29.198391975793463,817.5549753222169,670.9250246777831,45.074507193767005
Grokking Deep Learning - Trask,Aston Zhang,43,41.73,60+,Female,Germany,Researcher,1794.3899999999999,20.14660337969983,866.3039453270927,928.0860546729072,51.72153515528437
Grokking Deep Learning - Trask,Francois Chollet,5,45.16,46-60,Female,India,Engineer,225.79999999999998,27.967728210141715,139.8386410507086,85.9613589492914,38.069689525815505
Deep Learning - Goodfellow,Nithin Buduma,5,44.5,26-35,Female,India,Student,222.5,18.82290906659591,94.11454533297955,128.38545466702044,57.7013279402339
Generative Deep Learning - Foster,Francois Chollet,30,58.16,46-60,Other,USA,Student,1744.8,34.850048361726266,1045.501450851788,699.298549148212,40.079009006660485
Hands-On Machine Learning - Geron,Aurelien Geron,32,36.0,18-25,Male,UK,Researcher,1152.0,16.965648157331913,542.9007410346212,609.0992589653788,52.87319956296691
Fundamentals of Deep Learning - Buduma,Nithin Buduma,8,75.84,46-60,Female,UK,Student,606.72,41.46808174744608,331.7446539795686,274.9753460204314,45.3216221684519
Deep Learning with Python - Chollet,Andrew Trask,10,66.03,60+,Other,France,Researcher,660.3,32.079155265517244,320.79155265517244,339.5084473448275,51.417302339062175
Deep Learning with Python - Chollet,Ian Goodfellow,38,50.07,60+,Female,UK,Engineer,1902.66,30.884708282358158,1173.61891472961,729.0410852703901,38.31693971967614
Fundamentals of Deep Learning - Buduma,Seth Weidman,47,37.93,46-60,Male,India,Professional,1782.71,25.928648811023372,1218.6464941180984,564.0635058819016,31.64078879245091
Neural Networks and Deep Learning - Nielsen,Eli Stevens,32,74.1,60+,Female,Australia,Student,2371.2,50.02661680761394,1600.851737843646,770.3482621563537,32.48769661590561
Hands-On Machine Learning - Geron,David Foster,48,71.19,26-35,Male,Germany,Engineer,3417.12,40.93623367683235,1964.9392164879528,1452.1807835120471,42.49721354567727
Deep Learning with PyTorch - Stevens,Eli Stevens,28,66.09,46-60,Female,USA,Professional,1850.52,35.60817448267611,997.0288855149312,853.4911144850688,46.12169090229064
Dive into Deep Learning - Zhang,Aston Zhang,17,43.58,26-35,Male,Canada,Professional,740.86,28.130460860410476,478.2178346269781,262.6421653730219,35.450984716818546
Neural Networks and Deep Learning - Nielsen,Eli Stevens,31,50.12,26-35,Female,Germany,Professional,1553.72,30.322495188470544,939.9973508425869,613.7226491574131,39.500209121168105
Dive into Deep Learning - Zhang,Nithin Buduma,8,35.14,36-45,Male,Netherlands,Engineer,281.12,15.991132892074909,127.92906313659927,153.19093686340074,54.493076573492004
Dive into Deep Learning - Zhang,Andrew Trask,40,39.45,46-60,Female,Netherlands,Engineer,1578.0,25.49557889310986,1019.8231557243945,558.1768442756055,35.37242359160998
Neural Networks and Deep Learning - Nielsen,Seth Weidman,25,69.15,60+,Female,Australia,Researcher,1728.7500000000002,36.55720665799326,913.9301664498315,814.8198335501687,47.133468318158705
Deep Learning - Goodfellow,Ian Goodfellow,9,65.75,26-35,Other,Canada,Professional,591.75,30.02774214293143,270.24967928638284,321.50032071361716,54.330430200864754
Grokking Deep Learning - Trask,Ian Goodfellow,2,59.67,36-45,Other,Germany,Professional,119.34,28.912454369447612,57.824908738895225,61.51509126110478,51.54607948810522
Dive into Deep Learning - Zhang,Aurelien Geron,15,74.79,46-60,Male,UK,Professional,1121.8500000000001,35.918503977682064,538.7775596652309,583.0724403347692,51.97418909254973
Neural Networks and Deep Learning - Nielsen,David Foster,3,59.16,46-60,Female,India,Researcher,177.48,32.87888538526221,98.63665615578662,78.84334384421336,44.4237907618962
Neural Networks and Deep Learning - Nielsen,Francois Chollet,49,53.35,18-25,Male,Australia,Professional,2614.15,25.0910933012994,1229.4635717636706,1384.6864282363294,52.96889727966373
Deep Learning from Scratch - Weidman,Andrew Trask,36,47.02,18-25,Other,Canada,Engineer,1692.72,20.551028871286636,739.8370393663189,952.8829606336811,56.29300537795271
Deep Learning - Goodfellow,Francois Chollet,4,77.02,26-35,Male,Australia,Professional,308.08,33.66600079428156,134.66400317712623,173.41599682287375,56.28927448158717
Generative Deep Learning - Foster,Seth Weidman,14,34.14,18-25,Male,Germany,Student,477.96000000000004,19.629914811098626,274.8188073553808,203.14119264461925,42.50171408582711
Deep Learning from Scratch - Weidman,Eli Stevens,41,76.54,26-35,Other,India,Engineer,3138.1400000000003,47.48754279055944,1946.989254412937,1191.1507455870633,37.957221334518636
Deep Learning from Scratch - Weidman,Ian Goodfellow,41,71.34,60+,Female,Australia,Researcher,2924.94,35.41744945515817,1452.115427661485,1472.824572338515,50.35400973484978
Fundamentals of Deep Learning - Buduma,Seth Weidman,25,36.5,26-35,Male,Canada,Professional,912.5,14.979425272463489,374.4856318115872,538.0143681884128,58.96047870557949
Grokking Deep Learning - Trask,Eli Stevens,10,58.25,18-25,Other,USA,Student,582.5,25.523254899224263,255.23254899224264,327.26745100775736,56.18325339188968
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,21,73.33,60+,Female,Germany,Researcher,1539.93,49.45436563285491,1038.541678289953,501.38832171004697,32.5591631898883
Grokking Deep Learning - Trask,Eli Stevens,36,58.59,18-25,Other,USA,Researcher,2109.2400000000002,32.11101690460382,1155.9966085657377,953.2433914342625,45.1936902123164
Hands-On Machine Learning - Geron,David Foster,12,75.36,26-35,Male,UK,Engineer,904.3199999999999,40.39837407977987,484.78048895735844,419.5395110426415,46.392815711544756
Fundamentals of Deep Learning - Buduma,Andrew Trask,27,77.15,36-45,Female,USA,Researcher,2083.05,31.74064823198706,856.9975022636506,1226.0524977363496,58.85852465069726
Generative Deep Learning - Foster,Aston Zhang,40,51.12,46-60,Female,USA,Researcher,2044.8,31.62237737425196,1264.8950949700784,779.9049050299216,38.14088933049303
Grokking Deep Learning - Trask,Seth Weidman,2,48.87,18-25,Other,France,Researcher,97.74,27.29000613454521,54.58001226909042,43.15998773090958,44.15795757203763
Deep Learning with Python - Chollet,Seth Weidman,13,76.82,26-35,Other,Germany,Researcher,998.6599999999999,35.385157253049954,460.0070442896494,538.6529557103504,53.93757191740437
Dive into Deep Learning - Zhang,Michael Nielsen,32,63.76,60+,Other,UK,Professional,2040.32,27.609490884743263,883.5037083117844,1156.8162916882156,56.697787194568285
Hands-On Machine Learning - Geron,Nithin Buduma,31,35.8,18-25,Female,USA,Professional,1109.8,18.437585655407663,571.5651553176375,538.2348446823624,48.498364091040045
Deep Learning - Goodfellow,David Foster,16,32.11,18-25,Female,Netherlands,Professional,513.76,20.90838120109068,334.5340992174509,179.2259007825491,34.88514107414923
Generative Deep Learning - Foster,David Foster,32,58.23,46-60,Male,India,Professional,1863.36,38.40783065468269,1229.050580949846,634.3094190501538,34.04116322396927
Hands-On Machine Learning - Geron,Francois Chollet,32,76.51,26-35,Female,Canada,Student,2448.32,44.441132969221044,1422.1162550150734,1026.2037449849267,41.91460858813091
Dive into Deep Learning - Zhang,Eli Stevens,34,72.21,36-45,Male,USA,Professional,2455.14,44.64462162308657,1517.9171351849434,937.2228648150565,38.17390718309573
Fundamentals of Deep Learning - Buduma,Nithin Buduma,11,63.79,60+,Other,UK,Researcher,701.6899999999999,27.71973630352873,304.91709933881606,396.7729006611839,56.54532637791389
Dive into Deep Learning - Zhang,Andrew Trask,10,36.96,26-35,Other,USA,Professional,369.6,21.305141813907575,213.05141813907574,156.5485818609243,42.35621803596436
Deep Learning from Scratch - Weidman,Andrew Trask,15,42.71,60+,Female,Canada,Professional,640.65,25.62983155878126,384.4474733817189,256.20252661828107,39.991028895384545
Dive into Deep Learning - Zhang,David Foster,17,73.78,18-25,Other,UK,Engineer,1254.26,33.95457806505388,577.2278271059159,677.032172894084,53.97861471258623
Deep Learning from Scratch - Weidman,Andrew Trask,40,39.14,46-60,Other,Germany,Researcher,1565.6,25.99077687383226,1039.6310749532904,525.9689250467095,33.59535801269223
Fundamentals of Deep Learning - Buduma,Michael Nielsen,18,43.92,46-60,Female,UK,Professional,790.5600000000001,20.137277013576956,362.4709862443852,428.08901375561487,54.15009787436942
Deep Learning with PyTorch - Stevens,Seth Weidman,9,36.48,36-45,Male,Germany,Professional,328.32,18.022696226159553,162.20426603543598,166.11573396456401,50.59567920460649
Deep Learning from Scratch - Weidman,Aurelien Geron,25,63.81,46-60,Female,UK,Professional,1595.25,37.40331972257007,935.0829930642517,660.1670069357483,41.38329458929624
Deep Learning - Goodfellow,Aston Zhang,40,77.2,18-25,Male,Netherlands,Student,3088.0,45.66418750842772,1826.5675003371089,1261.4324996628911,40.84949804607808
Dive into Deep Learning - Zhang,Francois Chollet,14,43.45,36-45,Female,Australia,Professional,608.3000000000001,26.49648009877033,370.95072138278465,237.34927861721542,39.01845777037899
Dive into Deep Learning - Zhang,Eli Stevens,25,53.77,26-35,Female,Canada,Engineer,1344.25,23.314860943503227,582.8715235875807,761.3784764124193,56.63964860795383
Deep Learning - Goodfellow,Aston Zhang,22,61.72,46-60,Other,Canada,Researcher,1357.84,40.416683384557125,889.1670344602568,468.67296553974313,34.516067102143346
Deep Learning with Python - Chollet,Eli Stevens,30,79.97,36-45,Female,UK,Researcher,2399.1,44.77153555060769,1343.1460665182306,1055.9539334817694,44.014586031502205
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,20,35.24,18-25,Female,Australia,Professional,704.8000000000001,19.078814007278783,381.57628014557565,323.2237198544244,45.860346176847955
Deep Learning with PyTorch - Stevens,Aston Zhang,21,54.93,60+,Male,USA,Professional,1153.53,38.13950775435812,800.9296628415206,352.6003371584794,30.567071264594713
Generative Deep Learning - Foster,Aurelien Geron,44,49.26,60+,Other,Canada,Professional,2167.44,30.64531047219439,1348.3936607765531,819.0463392234469,37.78865109176941
Deep Learning from Scratch - Weidman,David Foster,32,73.29,18-25,Male,Netherlands,Researcher,2345.28,31.9105985072802,1021.1391522329664,1324.1408477670338,56.459819201418746
Deep Learning - Goodfellow,Michael Nielsen,46,53.8,18-25,Male,Germany,Researcher,2474.7999999999997,33.73054215903152,1551.60493931545,923.1950606845496,37.30382498321278
Fundamentals of Deep Learning - Buduma,Seth Weidman,49,35.55,60+,Other,Germany,Student,1741.9499999999998,15.235829880820653,746.555664160212,995.3943358397878,57.142531980813914
Deep Learning from Scratch - Weidman,Seth Weidman,21,61.72,36-45,Other,India,Engineer,1296.12,25.19664493549043,529.129543645299,766.9904563547009,59.17588312461045
Neural Networks and Deep Learning - Nielsen,Michael Nielsen,35,68.54,60+,Other,France,Student,2398.9,35.71535565853963,1250.037448048887,1148.8625519511131,47.89122314190308
Fundamentals of Deep Learning - Buduma,Nithin Buduma,32,30.14,18-25,Female,Australia,Engineer,964.48,21.039933838631374,673.277882836204,291.20211716379606,30.19265481542345
Hands-On Machine Learning - Geron,Ian Goodfellow,30,72.95,46-60,Other,France,Student,2188.5,33.00733494362457,990.2200483087371,1198.2799516912628,54.753481914154115
Dive into Deep Learning - Zhang,Eli Stevens,39,39.3,26-35,Other,France,Researcher,1532.6999999999998,23.65047681018085,922.3685955970532,610.3314044029466,39.820669694196305
Hands-On Machine Learning - Geron,Aurelien Geron,49,57.6,46-60,Other,Germany,Student,2822.4,26.036284024041745,1275.7779171780455,1546.6220828219546,54.79811801381641
Deep Learning from Scratch - Weidman,Andrew Trask,12,50.79,46-60,Male,Netherlands,Engineer,609.48,31.359579137440925,376.31494964929107,233.16505035070895,38.25639075124843
Neural Networks and Deep Learning - Nielsen,Aston Zhang,41,65.98,18-25,Male,Netherlands,Professional,2705.1800000000003,36.39497050909953,1492.1937908730806,1212.9862091269197,44.839389952865226
Deep Learning with PyTorch - Stevens,Ian Goodfellow,47,48.56,60+,Female,India,Engineer,2282.32,29.329827872582033,1378.5019100113554,903.8180899886447,39.60084869731872
Deep Learning from Scratch - Weidman,Aston Zhang,18,73.49,36-45,Male,France,Professional,1322.82,33.86874490938113,609.6374083688603,713.1825916311396,53.91380472257297
Deep Learning - Goodfellow,Aurelien Geron,21,66.52,46-60,Female,France,Researcher,1396.9199999999998,41.48775900377913,871.2429390793618,525.677060920638,37.631150024384944
Grokking Deep Learning - Trask,Francois Chollet,13,62.39,60+,Male,UK,Engineer,811.07,43.5910019389582,566.6830252064566,244.38697479354346,30.131428211318806
Deep Learning from Scratch - Weidman,Francois Chollet,21,69.81,36-45,Other,UK,Student,1466.01,41.86471843460948,879.159087126799,586.850912873201,40.03048498122121
Dive into Deep Learning - Zhang,Ian Goodfellow,8,67.7,46-60,Male,UK,Engineer,541.6,37.10257876086015,296.8206300868812,244.77936991311884,45.195600057813664
Dive into Deep Learning - Zhang,David Foster,46,31.8,36-45,Female,USA,Professional,1462.8,21.527079851427786,990.2456731656781,472.55432683432184,32.30478034142206
Deep Learning from Scratch - Weidman,Aurelien Geron,40,49.74,60+,Male,France,Researcher,1989.6000000000001,20.13254118978406,805.3016475913624,1184.2983524086376,59.5244447330437
Fundamentals of Deep Learning - Buduma,Aurelien Geron,46,76.54,26-35,Other,Netherlands,Student,3520.84,47.37650384984103,2179.3191770926874,1341.5208229073128,38.10229442142536
Grokking Deep Learning - Trask,Michael Nielsen,7,36.29,60+,Female,Netherlands,Engineer,254.03,24.19178332855198,169.34248329986386,84.68751670013614,33.337604495585616
Deep Learning - Goodfellow,David Foster,23,66.85,18-25,Other,USA,Professional,1537.55,27.9768837745183,643.4683268139208,894.0816731860791,58.149762491371284
Deep Learning from Scratch - Weidman,Eli Stevens,44,78.73,36-45,Other,Netherlands,Student,3464.1200000000003,42.122065641049794,1853.370888206191,1610.7491117938093,46.49807488752726
Fundamentals of Deep Learning - Buduma,Eli Stevens,32,32.61,26-35,Female,India,Researcher,1043.52,15.04677041799284,481.4966533757709,562.0233466242291,53.85841638150003
Dive into Deep Learning - Zhang,Andrew Trask,11,64.11,36-45,Other,Australia,Student,705.21,36.53984387875074,401.9382826662581,303.27171733374195,43.0044550323651
Dive into Deep Learning - Zhang,Seth Weidman,22,53.41,36-45,Other,Germany,Researcher,1175.02,31.771626825706452,698.975790165542,476.044209834458,40.513711241890185
Neural Networks and Deep Learning - Nielsen,Francois Chollet,22,58.96,46-60,Male,France,Student,1297.1200000000001,28.93679885964382,636.609574912164,660.5104250878361,50.921304512137354
Deep Learning from Scratch - Weidman,Eli Stevens,43,34.27,18-25,Other,Netherlands,Engineer,1473.6100000000001,18.437071545960556,792.7940764763039,680.8159235236963,46.20054990965698
Grokking Deep Learning - Trask,David Foster,25,32.15,36-45,Other,Germany,Professional,803.75,15.554229335492415,388.8557333873104,414.8942666126896,51.61981544170321
Deep Learning with Python - Chollet,Aurelien Geron,22,63.34,60+,Other,Netherlands,Engineer,1393.48,32.35517090697607,711.8137599534736,681.6662400465265,48.91826506634659
Grokking Deep Learning - Trask,Eli Stevens,28,71.17,60+,Other,Australia,Engineer,1992.76,31.874337615254532,892.4814532271268,1100.2785467728731,55.213801299347296
Dive into Deep Learning - Zhang,Aurelien Geron,29,69.1,46-60,Female,UK,Researcher,2003.8999999999999,45.997647265530134,1333.9317707003738,669.968229299626,33.43321669243106
Dive into Deep Learning - Zhang,Eli Stevens,13,57.19,18-25,Male,France,Researcher,743.47,23.047748613963105,299.62073198152035,443.8492680184797,59.69968768322591
Hands-On Machine Learning - Geron,Francois Chollet,18,34.99,18-25,Other,Canada,Researcher,629.82,23.25864923010045,418.6556861418081,211.16431385819197,33.527724406686346
Dive into Deep Learning - Zhang,Aston Zhang,2,64.4,60+,Other,USA,Engineer,128.8,36.80483592971695,73.6096718594339,55.19032814056611,42.849633649507844
Deep Learning - Goodfellow,Eli Stevens,29,42.09,26-35,Female,USA,Student,1220.6100000000001,21.023843598423202,609.6914643542729,610.9185356457273,50.05026467468947
Generative Deep Learning - Foster,David Foster,21,75.55,46-60,Other,France,Student,1586.55,46.60808974855836,978.7698847197256,607.7801152802743,38.30828623619012
Deep Learning from Scratch - Weidman,Eli Stevens,15,71.91,46-60,Female,Australia,Engineer,1078.6499999999999,39.717737172133255,595.7660575819988,482.8839424180011,44.76743544412007
Grokking Deep Learning - Trask,Seth Weidman,27,65.47,60+,Male,UK,Engineer,1767.69,35.9909931538915,971.7568151550705,795.9331848449295,45.0267402567718
Generative Deep Learning - Foster,Francois Chollet,31,77.44,60+,Male,USA,Professional,2400.64,33.534825516773424,1039.579591019976,1361.0604089800238,56.69573151243101
Fundamentals of Deep Learning - Buduma,David Foster,15,31.57,26-35,Other,UK,Researcher,473.55,16.317106281728964,244.75659422593446,228.79340577406555,48.314519221637745
Deep Learning with Python - Chollet,Michael Nielsen,23,66.81,26-35,Other,India,Researcher,1536.63,31.555652684006574,725.7800117321513,810.8499882678489,52.768069624297894
Deep Learning - Goodfellow,David Foster,24,46.51,18-25,Other,Germany,Engineer,1116.24,18.82300497078489,451.75211929883733,664.4878807011627,59.52912283211161
Grokking Deep Learning - Trask,Seth Weidman,44,75.3,46-60,Female,Australia,Engineer,3313.2,38.25465065936794,1683.2046290121893,1629.9953709878105,49.1970110765366
Generative Deep Learning - Foster,Aston Zhang,13,43.33,46-60,Other,Canada,Student,563.29,18.499597860403433,240.49477218524464,322.7952278147553,57.30533611723187
Deep Learning with Python - Chollet,Francois Chollet,22,66.24,60+,Other,Germany,Engineer,1457.28,31.599726509674877,695.1939832128473,762.0860167871526,52.29509886824445
Hands-On Machine Learning - Geron,Michael Nielsen,43,73.88,18-25,Male,Germany,Student,3176.8399999999997,31.602538391902105,1358.9091508517904,1817.9308491482093,57.22450136450716
Deep Learning - Goodfellow,Seth Weidman,37,32.08,46-60,Other,India,Engineer,1186.96,13.803462204354782,510.72810156112695,676.231898438873,56.971751233308034
Deep Learning - Goodfellow,Seth Weidman,33,49.88,18-25,Male,USA,Professional,1646.0400000000002,22.93000500962888,756.690165317753,889.3498346822472,54.029661167544354
Hands-On Machine Learning - Geron,Ian Goodfellow,3,68.12,18-25,Other,Canada,Professional,204.36,47.68091916032407,143.04275748097223,61.317242519027786,30.004522665407997
Deep Learning from Scratch - Weidman,Francois Chollet,19,52.75,60+,Male,USA,Student,1002.25,21.134564060715963,401.5567171536033,600.6932828463966,59.934475714282534
Hands-On Machine Learning - Geron,David Foster,23,43.36,18-25,Other,France,Researcher,997.28,25.65185365065423,589.9926339650473,407.2873660349527,40.83982091638785
Deep Learning - Goodfellow,Aurelien Geron,29,40.99,26-35,Male,Germany,Professional,1188.71,18.132873754632577,525.8533388843447,662.8566611156554,55.76268905920328
Deep Learning - Goodfellow,Aston Zhang,30,36.58,26-35,Female,France,Student,1097.3999999999999,24.734973172264052,742.0491951679215,355.3508048320783,32.381155898676724
Generative Deep Learning - Foster,Aurelien Geron,39,72.86,36-45,Male,UK,Engineer,2841.54,31.19062778248647,1216.4344835169723,1625.1055164830277,57.191013199991126
Dive into Deep Learning - Zhang,David Foster,44,58.77,60+,Male,Germany,Engineer,2585.88,40.346719052222674,1775.2556382977978,810.6243617022023,31.348104386212906
Deep Learning with Python - Chollet,David Foster,47,33.82,36-45,Male,USA,Student,1589.54,19.726459127407367,927.1435789881463,662.3964210118537,41.672208375495664
Hands-On Machine Learning - Geron,Francois Chollet,25,49.13,26-35,Other,Germany,Researcher,1228.25,19.670690185657413,491.76725464143533,736.4827453585647,59.961957692535286
Deep Learning with Python - Chollet,David Foster,37,48.39,36-45,Other,UK,Student,1790.43,32.33430249215827,1196.369192209856,594.060807790144,33.17978406249583
Hands-On Machine Learning - Geron,Ian Goodfellow,47,39.09,60+,Other,India,Student,1837.2300000000002,21.754114294629854,1022.4433718476032,814.786628152397,44.34864595899245
Fundamentals of Deep Learning - Buduma,Michael Nielsen,8,51.78,60+,Female,France,Professional,414.24,24.792311668623746,198.33849334898997,215.90150665101004,52.11990794008546
Deep Learning - Goodfellow,David Foster,42,46.6,18-25,Female,Netherlands,Student,1957.2,29.36656290166851,1233.3956418700773,723.8043581299228,36.981624674531105
Dive into Deep Learning - Zhang,Aurelien Geron,16,47.09,46-60,Male,France,Student,753.44,31.927004279759814,510.832068476157,242.60793152384304,32.2000333833939
Generative Deep Learning - Foster,David Foster,8,66.95,18-25,Female,USA,Engineer,535.6,36.49493018290335,291.9594414632268,243.6405585367732,45.48927530559619
Dive into Deep Learning - Zhang,Ian Goodfellow,1,41.16,60+,Male,Germany,Professional,41.16,20.36045430242353,20.36045430242353,20.799545697576466,50.533395766706676
Dive into Deep Learning - Zhang,Eli Stevens,44,62.09,26-35,Male,USA,Engineer,2731.96,39.53168082353588,1739.3939562355786,992.5660437644215,36.33164628195221
Dive into Deep Learning - Zhang,Eli Stevens,5,58.53,26-35,Male,India,Engineer,292.65,35.38347155566748,176.9173577783374,115.73264222166259,39.546435066346355
Deep Learning with Python - Chollet,Seth Weidman,3,58.4,18-25,Female,Germany,Researcher,175.2,38.93094351530477,116.79283054591431,58.407169454085675,33.33742548749183
Hands-On Machine Learning - Geron,Aston Zhang,1,63.15,60+,Other,Netherlands,Researcher,63.15,38.3796779717608,38.3796779717608,24.7703220282392,39.22457961716421
Deep Learning with PyTorch - Stevens,Andrew Trask,4,57.42,26-35,Female,Germany,Professional,229.68,27.163019165883416,108.65207666353366,121.02792333646634,52.6941498330139
Fundamentals of Deep Learning - Buduma,Michael Nielsen,40,73.96,60+,Male,Netherlands,Professional,2958.3999999999996,50.25565543365311,2010.2262173461245,948.1737826538752,32.05022250722943
Grokking Deep Learning - Trask,Nithin Buduma,35,63.78,26-35,Male,USA,Researcher,2232.3,27.51792718703944,963.1274515463804,1269.1725484536198,56.854927583820256
Dive into Deep Learning - Zhang,Seth Weidman,32,57.35,60+,Female,USA,Researcher,1835.2,27.54995501558832,881.5985604988263,953.6014395011738,51.961717496794556
Deep Learning from Scratch - Weidman,Aston Zhang,42,71.49,36-45,Male,UK,Researcher,3002.58,39.75261375185417,1669.609777577875,1332.9702224221248,44.39416176828344
Deep Learning with Python - Chollet,Eli Stevens,34,60.31,60+,Male,Australia,Researcher,2050.54,34.35997047770082,1168.2389962418279,882.3010037581721,43.027739217872956
Generative Deep Learning - Foster,Aurelien Geron,43,44.56,60+,Female,Australia,Researcher,1916.0800000000002,18.028671922028472,775.2328926472243,1140.8471073527758,59.54068240119283
Grokking Deep Learning - Trask,Nithin Buduma,25,40.35,18-25,Female,India,Engineer,1008.75,25.588832846062477,639.720821151562,369.02917884843805,36.5828182253718
Deep Learning with PyTorch - Stevens,Aston Zhang,10,37.62,36-45,Female,Australia,Professional,376.2,19.129100195748943,191.29100195748944,184.90899804251055,49.151780447238316
Deep Learning from Scratch - Weidman,Aston Zhang,21,74.97,46-60,Male,UK,Engineer,1574.37,39.128759405679084,821.7039475192607,752.6660524807392,47.80744376993586
Deep Learning with PyTorch - Stevens,Seth Weidman,46,65.51,18-25,Male,France,Engineer,3013.46,42.1105396568193,1937.0848242136876,1076.3751757863124,35.71891366689163
Grokking Deep Learning - Trask,Nithin Buduma,39,76.87,46-60,Other,Netherlands,Student,2997.9300000000003,39.4946542966289,1540.291517568527,1457.6384824314732,48.62149824817368
Dive into Deep Learning - Zhang,Francois Chollet,27,60.16,26-35,Other,Germany,Engineer,1624.32,24.916314570977335,672.7404934163881,951.5795065836119,58.583253705157354
Deep Learning from Scratch - Weidman,Andrew Trask,27,53.67,46-60,Female,USA,Researcher,1449.0900000000001,24.30885674434311,656.3391320972639,792.7508679027362,54.706806885889506
Deep Learning with PyTorch - Stevens,Francois Chollet,2,32.99,60+,Other,Germany,Researcher,65.98,22.65657369712584,45.31314739425168,20.666852605748325,31.322904828354538
Generative Deep Learning - Foster,Nithin Buduma,41,63.58,46-60,Male,Germany,Student,2606.7799999999997,26.774911882465556,1097.771387181088,1509.0086128189118,57.887839127924565
Hands-On Machine Learning - Geron,Francois Chollet,48,59.11,18-25,Other,Canada,Student,2837.2799999999997,29.93799498676583,1437.0237593647598,1400.25624063524,49.35206397095951
Deep Learning - Goodfellow,Ian Goodfellow,13,79.51,18-25,Male,France,Student,1033.63,43.806332671675726,569.4823247317844,464.1476752682157,44.904624988459666
Hands-On Machine Learning - Geron,Eli Stevens,9,41.96,46-60,Female,Canada,Student,377.64,22.993419054537792,206.94077149084012,170.69922850915987,45.2015751798432
Grokking Deep Learning - Trask,Ian Goodfellow,36,56.54,18-25,Female,Australia,Student,2035.44,22.683168553371964,816.5940679213907,1218.8459320786094,59.881201709635725
Deep Learning with Python - Chollet,David Foster,22,62.55,18-25,Male,Germany,Engineer,1376.1,34.42431865579981,757.3350104275958,618.7649895724041,44.96511805627528
Deep Learning - Goodfellow,Francois Chollet,42,62.23,46-60,Other,Netherlands,Student,2613.66,32.05664801798025,1346.3792167551705,1267.2807832448293,48.486826260677724
Fundamentals of Deep Learning - Buduma,David Foster,26,58.06,36-45,Female,USA,Engineer,1509.56,40.155677865295836,1044.0476244976917,465.51237550230826,30.83761993576329
Generative Deep Learning - Foster,Aurelien Geron,12,68.85,36-45,Female,Netherlands,Professional,826.1999999999999,30.827430879892553,369.92917055871067,456.27082944128927,55.225227480185104
Fundamentals of Deep Learning - Buduma,Michael Nielsen,17,40.25,26-35,Other,Germany,Student,684.25,20.3764119258709,346.3990027398053,337.8509972601947,49.37537409721515
Deep Learning from Scratch - Weidman,Aurelien Geron,14,66.28,18-25,Other,France,Student,927.9200000000001,34.85296984952597,487.94157789336356,439.9784221066365,47.41555544730542
Deep Learning - Goodfellow,Nithin Buduma,14,60.99,46-60,Male,Netherlands,Engineer,853.86,31.54451964833606,441.62327507670483,412.2367249232952,48.27919388697154
Fundamentals of Deep Learning - Buduma,Aston Zhang,34,74.8,18-25,Other,Canada,Professional,2543.2,44.86124377250779,1525.282288265265,1017.9177117347349,40.025075170444126
Fundamentals of Deep Learning - Buduma,Eli Stevens,20,72.36,60+,Other,USA,Engineer,1447.2,33.622353111646966,672.4470622329393,774.7529377670608,53.53461427356694
Deep Learning with PyTorch - Stevens,Francois Chollet,11,45.76,18-25,Other,Germany,Engineer,503.35999999999996,21.338870277030477,234.72757304733526,268.6324269526647,53.367853415580235
Hands-On Machine Learning - Geron,Seth Weidman,16,43.81,18-25,Male,India,Student,700.96,27.10801949614671,433.72831193834736,267.2316880616527,38.123671544974414
Deep Learning with PyTorch - Stevens,Michael Nielsen,31,79.08,36-45,Male,France,Researcher,2451.48,43.50089226512113,1348.527660218755,1102.952339781245,44.99128443965461
Deep Learning - Goodfellow,Andrew Trask,6,56.36,46-60,Female,France,Researcher,338.15999999999997,29.563452170777,177.38071302466201,160.77928697533795,47.54532971828069
Deep Learning - Goodfellow,Andrew Trask,19,75.32,18-25,Male,India,Engineer,1431.08,33.95131215569918,645.0749309582844,786.0050690417155,54.92390844968244
