Book_ID,Book_Title,Category,Publication_Year,Age_Group,Gender,Income_Level,Region,Marketing_Channel,Ad_Spend,Units_Sold,Price,Cost,Revenue,Total_Cost,Profit,Profit_Margin (%)
355,Marketing Research,Digital,2019,56+,Female,Low,London,Facebook,49.99,109,11.67,8.43,1272.03,918.87,353.15999999999997,27.763496143958864
356,Email Marketing Guide,Digital,2016,36-45,Male,High,Glasgow,Organic,5.1,202,28.34,14.62,5724.68,2953.24,2771.4400000000005,48.41213832039521
357,Marketing Research,Digital,2025,18-25,Male,Low,Glasgow,Google Ads,33.74,411,21.85,14.54,8980.35,5975.94,3004.4100000000008,33.455377574370715
358,Marketing Research,Analytics,2024,18-25,Male,Medium,Glasgow,Email,11.36,200,32.36,18.47,6472.0,3694.0,2778.0,42.92336217552534
359,Email Marketing Guide,Analytics,2015,18-25,Female,Medium,Manchester,Email,46.43,60,13.62,10.29,817.1999999999999,617.4,199.79999999999995,24.449339207048453
360,Digital Marketing 101,Social Media,2022,26-35,Female,High,London,Google Ads,9.21,402,57.71,42.6,23199.420000000002,17125.2,6074.220000000001,26.18263732455381
361,Marketing Analytics,SEO,2016,26-35,Female,Low,Birmingham,Google Ads,47.98,150,21.16,12.91,3174.0,1936.5,1237.5,38.98865784499055
362,Marketing Research,Branding,2021,46-55,Male,Medium,Manchester,Email,32.49,177,56.12,37.97,9933.24,6720.69,3212.55,32.34141126158232
363,Email Marketing Guide,Branding,2023,46-55,Male,High,Manchester,Instagram,5.06,320,31.29,23.57,10012.8,7542.4,2470.3999999999996,24.672419303291786
364,Email Marketing Guide,Branding,2023,46-55,Male,Low,London,Facebook,45.23,118,59.28,35.47,6995.04,4185.46,2809.58,40.16531713900135
365,Brand Management,Social Media,2022,26-35,Male,Low,Leeds,Facebook,28.48,216,37.7,19.8,8143.200000000001,4276.8,3866.4000000000005,47.48010610079576
366,Digital Marketing 101,Analytics,2025,26-35,Female,Medium,Manchester,Email,16.82,436,56.54,39.66,24651.44,17291.76,7359.68,29.854969932790947
367,Advertising Strategy,Social Media,2024,46-55,Male,Medium,Leeds,Google Ads,39.53,309,10.27,5.01,3173.43,1548.09,1625.34,51.21713729308666
368,Brand Management,Branding,2023,46-55,Male,Low,Leeds,Instagram,46.7,119,47.41,26.33,5641.79,3133.27,2508.52,44.46319341910989
369,Brand Management,SEO,2016,56+,Male,Low,Glasgow,Email,26.77,205,55.15,41.16,11305.75,8437.8,2867.9500000000007,25.367180417044434
370,Content Marketing,Digital,2020,46-55,Female,Medium,London,Facebook,19.2,426,16.99,11.72,7237.74,4992.72,2245.0199999999995,31.018246027074742
371,Marketing Analytics,Analytics,2018,56+,Male,Low,Leeds,Organic,40.5,161,14.81,8.32,2384.41,1339.52,1044.8899999999999,43.8217420661715
372,Email Marketing Guide,Analytics,2018,36-45,Male,Medium,London,Google Ads,35.68,429,31.23,15.17,13397.67,6507.93,6889.74,51.42491194364393
373,Marketing Analytics,Social Media,2019,26-35,Male,Low,Glasgow,Organic,44.99,252,56.68,30.74,14283.36,7746.48,6536.880000000001,45.76570218772054
374,Social Media Strategy,Analytics,2017,46-55,Male,Medium,London,Email,36.16,137,37.12,19.07,5085.44,2612.59,2472.8499999999995,48.62607758620689
375,Content Marketing,Branding,2015,26-35,Male,High,Manchester,Facebook,15.96,114,36.37,17.11,4146.179999999999,1950.54,2195.6399999999994,52.955732746769314
376,Advertising Strategy,Branding,2022,26-35,Female,Medium,Leeds,Instagram,46.92,19,17.06,11.9,324.14,226.1,98.03999999999999,30.246189917936693
377,Marketing Analytics,Social Media,2019,26-35,Male,Medium,London,Organic,9.72,365,10.04,5.03,3664.6,1835.95,1828.6499999999999,49.9003984063745
378,SEO Mastery,Branding,2017,36-45,Male,High,Birmingham,Instagram,17.06,157,50.51,29.38,7930.07,4612.66,3317.41,41.833300336567014
379,Marketing Research,SEO,2024,18-25,Male,Low,London,Facebook,28.41,498,14.38,7.97,7161.240000000001,3969.06,3192.1800000000007,44.57579972183589
380,Social Media Strategy,Social Media,2021,46-55,Male,High,Leeds,Organic,30.46,374,41.69,33.05,15592.06,12360.699999999999,3231.3600000000006,20.72439433917007
381,Digital Marketing 101,SEO,2021,18-25,Male,Medium,Glasgow,Instagram,5.69,373,55.73,31.01,20787.289999999997,11566.730000000001,9220.559999999996,44.356719899515504
382,Advertising Strategy,Digital,2015,18-25,Male,Low,Glasgow,Instagram,40.13,468,20.43,8.83,9561.24,4132.44,5428.8,56.77924620655899
383,Social Media Strategy,SEO,2023,18-25,Male,High,Leeds,Organic,21.27,149,43.26,18.86,6445.74,2810.14,3635.6,56.40314378178456
384,Marketing Research,Digital,2016,26-35,Male,Low,Manchester,Facebook,23.29,199,13.93,8.86,2772.07,1763.1399999999999,1008.9300000000003,36.396267049533385
385,Content Marketing,Digital,2019,56+,Male,Low,Manchester,Instagram,41.42,411,40.19,25.71,16518.09,10566.81,5951.280000000001,36.02886290121921
386,Marketing Research,SEO,2019,26-35,Male,High,Glasgow,Email,22.07,103,18.2,10.33,1874.6,1063.99,810.6099999999999,43.24175824175824
387,Brand Management,Social Media,2022,26-35,Female,Low,Glasgow,Organic,7.13,238,46.8,26.8,11138.4,6378.400000000001,4759.999999999999,42.735042735042725
388,Marketing Research,Branding,2022,18-25,Female,High,Leeds,Google Ads,12.94,72,25.06,10.56,1804.32,760.32,1044.0,57.861133280127696
389,Brand Management,Branding,2021,26-35,Female,Medium,Manchester,Google Ads,48.02,349,33.17,20.12,11576.33,7021.88,4554.45,39.34277962013868
390,Content Marketing,Digital,2021,18-25,Female,Low,Glasgow,Facebook,8.17,34,39.97,24.06,1358.98,818.04,540.94,39.80485364023018
391,Consumer Psychology,Digital,2025,56+,Male,Medium,Manchester,Email,20.97,277,18.56,8.53,5141.12,2362.81,2778.31,54.040948275862064
392,Brand Management,Social Media,2020,46-55,Female,Medium,Glasgow,Instagram,27.64,414,47.08,20.79,19491.12,8607.06,10884.06,55.84112149532711
393,Digital Marketing 101,Analytics,2020,18-25,Female,Low,London,Google Ads,27.2,290,25.13,11.29,7287.7,3274.1,4013.6,55.073617190608836
394,Marketing Research,SEO,2025,56+,Male,High,Birmingham,Facebook,5.18,20,43.12,18.99,862.4,379.79999999999995,482.6,55.96011131725418
395,Marketing Research,Digital,2023,46-55,Female,Low,London,Email,27.55,329,17.91,11.53,5892.39,3793.37,2099.0200000000004,35.62255723059744
396,Digital Marketing 101,Branding,2020,36-45,Female,Medium,Glasgow,Email,22.27,210,44.41,21.25,9326.099999999999,4462.5,4863.5999999999985,52.15041657284395
397,SEO Mastery,Social Media,2016,18-25,Male,Medium,Birmingham,Facebook,48.74,135,16.41,8.21,2215.35,1108.3500000000001,1106.9999999999998,49.969530773918336
398,Email Marketing Guide,SEO,2016,18-25,Male,High,Birmingham,Facebook,12.16,315,31.27,14.68,9850.05,4624.2,5225.849999999999,53.054045410937
399,Consumer Psychology,Social Media,2019,36-45,Male,Low,Glasgow,Instagram,20.94,199,22.36,17.51,4449.64,3484.4900000000002,965.1500000000001,21.69051878354204
400,Advertising Strategy,SEO,2018,36-45,Female,Medium,Glasgow,Facebook,23.88,98,47.42,35.18,4647.16,3447.64,1199.52,25.81189371573176
401,Brand Management,SEO,2025,18-25,Female,Medium,Manchester,Instagram,22.58,364,23.1,11.37,8408.4,4138.679999999999,4269.72,50.77922077922078
402,Digital Marketing 101,Digital,2016,36-45,Male,Medium,Glasgow,Instagram,34.96,125,54.09,28.72,6761.25,3590.0,3171.25,46.90330929931596
403,Content Marketing,Social Media,2017,26-35,Male,High,Leeds,Organic,14.7,361,54.59,26.42,19706.99,9537.62,10169.37,51.60285766623923
404,Brand Management,Social Media,2021,46-55,Female,Medium,Glasgow,Email,14.95,186,19.82,11.83,3686.52,2200.38,1486.1399999999999,40.31281533804238
405,Email Marketing Guide,Branding,2022,46-55,Male,Medium,Leeds,Email,37.81,23,40.69,16.6,935.8699999999999,381.8,554.0699999999999,59.20373556156304
406,Content Marketing,Branding,2020,46-55,Female,Low,Glasgow,Email,27.51,266,14.39,9.62,3827.7400000000002,2558.9199999999996,1268.8200000000006,33.14801945795693
407,Social Media Strategy,Digital,2025,26-35,Male,Low,Manchester,Organic,23.68,218,29.58,18.02,6448.44,3928.36,2520.0799999999995,39.08045977011494
408,Marketing Research,Digital,2019,36-45,Male,Medium,Leeds,Instagram,12.61,290,45.67,34.68,13244.300000000001,10057.2,3187.1000000000004,24.06393693890957
409,Social Media Strategy,Analytics,2015,56+,Female,Medium,London,Instagram,13.44,452,42.97,20.01,19422.44,9044.52,10377.919999999998,53.432627414475206
410,Brand Management,Branding,2022,36-45,Male,Low,Leeds,Facebook,5.47,337,41.24,29.76,13897.880000000001,10029.12,3868.76,27.837051406401553
411,Email Marketing Guide,SEO,2017,18-25,Male,High,Manchester,Organic,9.11,334,24.13,17.3,8059.42,5778.2,2281.2200000000003,28.30501450476585
412,Consumer Psychology,Social Media,2020,46-55,Male,High,Leeds,Facebook,30.06,398,28.9,13.03,11502.199999999999,5185.94,6316.259999999999,54.91349480968858
413,Brand Management,Digital,2017,36-45,Female,High,Glasgow,Organic,45.13,114,15.15,8.48,1727.1000000000001,966.72,760.3800000000001,44.02640264026403
414,Digital Marketing 101,Social Media,2021,56+,Male,High,Glasgow,Facebook,17.92,492,45.95,21.51,22607.4,10582.92,12024.480000000001,53.188248095756265
415,Marketing Analytics,Social Media,2021,18-25,Male,High,Manchester,Google Ads,19.75,156,35.19,17.66,5489.639999999999,2754.96,2734.6799999999994,49.81528843421426
416,Brand Management,Analytics,2023,26-35,Male,High,Birmingham,Email,10.2,288,45.44,22.96,13086.72,6612.4800000000005,6474.239999999999,49.47183098591549
417,Marketing Research,Branding,2019,26-35,Male,High,Glasgow,Email,22.49,18,22.45,13.98,404.09999999999997,251.64000000000001,152.45999999999995,37.72828507795099
418,Marketing Research,Digital,2022,56+,Male,High,London,Instagram,6.67,127,26.22,14.8,3329.94,1879.6000000000001,1450.34,43.554538520213576
419,Brand Management,Social Media,2024,18-25,Male,Low,Manchester,Google Ads,46.29,103,26.71,20.81,2751.13,2143.43,607.7000000000003,22.089105204043438
420,Content Marketing,Digital,2024,46-55,Female,High,Leeds,Email,35.29,443,11.29,5.09,5001.469999999999,2254.87,2746.5999999999995,54.91585473870681
421,Marketing Analytics,SEO,2022,36-45,Female,High,Leeds,Instagram,49.58,153,27.05,21.36,4138.650000000001,3268.08,870.5700000000006,21.03512014787432
422,Digital Marketing 101,Analytics,2015,18-25,Male,High,London,Google Ads,44.73,298,50.17,24.7,14950.66,7360.599999999999,7590.06,50.76739087103847
423,Brand Management,SEO,2019,26-35,Female,Medium,Glasgow,Email,26.28,395,54.86,38.9,21669.7,15365.5,6304.200000000001,29.092234779438574
424,Content Marketing,Digital,2017,56+,Female,Low,Manchester,Facebook,28.39,23,35.91,19.23,825.93,442.29,383.63999999999993,46.449456975772755
425,Marketing Research,Digital,2015,56+,Male,Low,London,Organic,13.58,266,32.78,14.99,8719.48,3987.34,4732.139999999999,54.270896888346556
426,Marketing Research,Branding,2018,36-45,Female,Low,Glasgow,Google Ads,25.79,355,11.54,8.58,4096.7,3045.9,1050.7999999999997,25.64991334488734
427,Email Marketing Guide,Social Media,2022,56+,Female,High,Manchester,Instagram,45.64,195,53.96,28.25,10522.2,5508.75,5013.450000000001,47.64640474425501
428,Brand Management,Social Media,2017,56+,Female,High,Leeds,Google Ads,7.29,354,10.65,7.07,3770.1,2502.78,1267.3199999999997,33.61502347417839
429,Marketing Analytics,SEO,2024,18-25,Female,Medium,Manchester,Instagram,43.86,409,57.24,35.87,23411.16,14670.829999999998,8740.330000000002,37.33403214535291
430,SEO Mastery,Analytics,2016,46-55,Female,Low,Birmingham,Google Ads,20.34,216,34.46,20.29,7443.360000000001,4382.639999999999,3060.720000000001,41.12013929193269
431,Marketing Analytics,Social Media,2025,36-45,Female,High,Manchester,Instagram,45.48,355,27.1,16.21,9620.5,5754.55,3865.95,40.18450184501845
432,Marketing Research,Branding,2023,18-25,Female,Low,Birmingham,Email,47.34,440,56.21,38.95,24732.4,17138.0,7594.4000000000015,30.70628002134852
433,Marketing Research,SEO,2024,46-55,Female,Medium,Manchester,Facebook,35.19,181,11.22,4.88,2030.8200000000002,883.28,1147.5400000000002,56.50623885918004
434,Social Media Strategy,SEO,2019,18-25,Male,Medium,Birmingham,Email,34.9,473,39.07,26.07,18480.11,12331.11,6149.0,33.27361146659841
435,Marketing Research,Branding,2021,18-25,Male,Medium,Leeds,Facebook,25.37,279,37.45,28.4,10448.550000000001,7923.599999999999,2524.9500000000016,24.16555407209614
436,Digital Marketing 101,Analytics,2025,56+,Female,Low,Glasgow,Email,42.6,230,20.97,8.87,4823.099999999999,2040.1,2782.9999999999995,57.701478302336675
437,Advertising Strategy,Branding,2025,46-55,Female,High,Birmingham,Email,48.27,161,31.44,14.34,5061.84,2308.74,2753.1000000000004,54.389312977099245
438,Brand Management,Analytics,2016,36-45,Male,High,Birmingham,Google Ads,39.88,120,42.61,29.26,5113.2,3511.2000000000003,1601.9999999999995,31.330673550809664
439,Marketing Analytics,Branding,2023,36-45,Female,Medium,Leeds,Organic,32.99,192,46.36,26.65,8901.119999999999,5116.799999999999,3784.3199999999997,42.51509922346851
440,Advertising Strategy,Branding,2023,46-55,Female,High,Birmingham,Instagram,32.31,408,10.04,5.64,4096.32,2301.12,1795.1999999999998,43.82470119521912
441,Content Marketing,Digital,2018,56+,Male,Medium,London,Instagram,43.23,348,56.84,25.85,19780.32,8995.800000000001,10784.519999999999,54.521463757916955
442,SEO Mastery,SEO,2018,26-35,Male,Low,Leeds,Instagram,29.35,81,18.23,10.99,1476.63,890.19,586.44,39.714755896873285
443,Digital Marketing 101,Branding,2020,18-25,Male,Medium,London,Facebook,41.17,427,21.68,9.77,9257.36,4171.79,5085.570000000001,54.935424354243544
444,Marketing Analytics,Branding,2024,56+,Female,Low,Leeds,Instagram,27.9,395,23.17,13.69,9152.150000000001,5407.55,3744.6000000000013,40.914976262408295
445,Advertising Strategy,Social Media,2024,46-55,Female,Medium,Birmingham,Instagram,7.81,292,11.89,8.39,3471.88,2449.88,1022.0,29.43650126156434
446,SEO Mastery,SEO,2024,18-25,Male,High,London,Google Ads,22.28,83,16.15,8.13,1340.4499999999998,674.7900000000001,665.6599999999997,49.65944272445819
447,Social Media Strategy,Social Media,2020,36-45,Male,High,Birmingham,Email,25.0,364,59.32,35.14,21592.48,12790.960000000001,8801.519999999999,40.76196898179366
448,Digital Marketing 101,SEO,2015,26-35,Female,Medium,Leeds,Instagram,11.37,224,25.76,20.53,5770.240000000001,4598.72,1171.5200000000004,20.302795031055908
449,Digital Marketing 101,Social Media,2023,36-45,Male,High,Birmingham,Organic,9.61,337,15.77,10.64,5314.49,3585.6800000000003,1728.8099999999995,32.5301204819277
450,Social Media Strategy,Branding,2016,46-55,Female,High,London,Instagram,29.1,485,15.35,11.31,7444.75,5485.35,1959.3999999999996,26.319218241042343
451,Brand Management,Branding,2019,18-25,Female,High,London,Facebook,8.83,32,45.97,26.02,1471.04,832.64,638.4,43.39786817489667
452,Social Media Strategy,Digital,2023,46-55,Male,Low,Birmingham,Facebook,18.63,77,52.73,37.29,4060.2099999999996,2871.33,1188.8799999999997,29.281244073582396
453,Digital Marketing 101,Social Media,2018,18-25,Male,High,Manchester,Facebook,38.51,407,22.85,9.51,9299.95,3870.5699999999997,5429.380000000001,58.38074398249453
454,Digital Marketing 101,Analytics,2025,56+,Female,Low,Leeds,Instagram,48.4,456,11.05,4.96,5038.8,2261.7599999999998,2777.0400000000004,55.113122171945705
455,Advertising Strategy,Digital,2017,26-35,Male,Medium,Leeds,Google Ads,37.3,382,21.15,10.18,8079.299999999999,3888.7599999999998,4190.539999999999,51.867612293144205
456,Marketing Research,Social Media,2021,56+,Male,High,Birmingham,Organic,49.67,371,12.83,7.19,4759.93,2667.4900000000002,2092.44,43.95946999220577
457,SEO Mastery,Social Media,2020,56+,Male,High,Manchester,Instagram,36.43,102,15.17,11.2,1547.34,1142.3999999999999,404.94000000000005,26.17007251153593
458,Social Media Strategy,Digital,2022,46-55,Male,High,London,Google Ads,18.22,330,31.58,17.01,10421.4,5613.3,4808.099999999999,46.13679544015199
459,SEO Mastery,Branding,2017,26-35,Female,Medium,Glasgow,Google Ads,35.24,333,21.5,14.23,7159.5,4738.59,2420.91,33.81395348837209
460,Social Media Strategy,Social Media,2019,18-25,Female,Low,Glasgow,Instagram,36.6,393,35.8,24.48,14069.4,9620.64,4448.76,31.620111731843576
461,Content Marketing,Branding,2024,18-25,Female,Low,Birmingham,Instagram,21.73,72,22.67,14.38,1632.2400000000002,1035.3600000000001,596.8800000000001,36.568151742390825
462,Digital Marketing 101,Digital,2018,36-45,Female,High,Manchester,Google Ads,5.8,233,57.03,30.96,13287.99,7213.68,6074.3099999999995,45.7127827459232
463,Marketing Research,Branding,2018,18-25,Male,Medium,Manchester,Google Ads,36.64,234,55.3,34.88,12940.199999999999,8161.920000000001,4778.279999999998,36.92585895117539
464,Advertising Strategy,SEO,2018,46-55,Male,Medium,Leeds,Google Ads,5.98,378,38.34,20.58,14492.52,7779.24,6713.280000000001,46.322378716744915
465,Marketing Research,Analytics,2024,56+,Female,Medium,London,Instagram,33.4,355,27.72,12.02,9840.6,4267.099999999999,5573.500000000001,56.63780663780664
466,Marketing Research,Social Media,2022,56+,Female,Medium,Manchester,Google Ads,12.36,346,29.06,23.16,10054.76,8013.36,2041.4000000000005,20.30282174810737
467,Marketing Research,Analytics,2020,56+,Male,Medium,Glasgow,Facebook,30.45,112,30.59,13.79,3426.08,1544.48,1881.6,54.91990846681922
468,SEO Mastery,Branding,2017,26-35,Female,Low,London,Instagram,27.68,224,46.38,19.89,10389.12,4455.360000000001,5933.76,57.115135834411376
469,Social Media Strategy,Social Media,2024,18-25,Female,Low,London,Facebook,5.61,201,32.58,24.48,6548.58,4920.4800000000005,1628.0999999999995,24.861878453038667
470,Consumer Psychology,Branding,2019,46-55,Male,Low,Birmingham,Email,21.33,169,52.84,27.52,8929.960000000001,4650.88,4279.080000000001,47.91824375473127
471,Content Marketing,SEO,2020,26-35,Female,High,Manchester,Instagram,32.05,381,57.2,37.76,21793.2,14386.56,7406.640000000001,33.986013986013994
472,Marketing Analytics,Digital,2019,36-45,Male,Medium,Birmingham,Email,43.19,216,26.8,14.25,5788.8,3078.0,2710.8,46.82835820895522
473,Marketing Research,Social Media,2020,46-55,Male,High,Manchester,Google Ads,44.99,278,38.03,21.17,10572.34,5885.26,4687.08,44.33342098343413
474,Brand Management,SEO,2022,46-55,Female,Medium,Leeds,Google Ads,26.77,203,14.75,7.45,2994.25,1512.3500000000001,1481.8999999999999,49.49152542372881
475,SEO Mastery,SEO,2021,46-55,Male,Low,Birmingham,Organic,37.78,389,20.02,10.76,7787.78,4185.64,3602.1399999999994,46.25374625374625
476,Advertising Strategy,Social Media,2019,56+,Female,High,Birmingham,Google Ads,19.24,412,30.67,17.31,12636.04,7131.719999999999,5504.3200000000015,43.5604825562439
477,Marketing Analytics,Branding,2024,46-55,Male,Low,Glasgow,Email,20.4,161,20.31,13.98,3269.91,2250.78,1019.1299999999997,31.166912850812402
478,Consumer Psychology,SEO,2020,18-25,Female,Medium,Birmingham,Google Ads,13.75,246,53.83,32.55,13242.18,8007.299999999999,5234.880000000001,39.531859557867364
479,Brand Management,Analytics,2018,46-55,Female,Medium,Manchester,Instagram,30.29,97,17.91,13.92,1737.27,1350.24,387.03,22.278056951423782
480,Consumer Psychology,SEO,2023,56+,Female,Medium,Glasgow,Google Ads,19.16,20,32.78,13.66,655.6,273.2,382.40000000000003,58.328248932275784
481,Marketing Analytics,Branding,2018,46-55,Male,Low,Birmingham,Organic,8.8,196,40.28,24.22,7894.88,4747.12,3147.76,39.87090367428004
482,Marketing Research,Branding,2015,36-45,Male,Medium,Birmingham,Google Ads,35.83,223,44.59,28.26,9943.570000000002,6301.9800000000005,3641.590000000001,36.62256111235704
483,Brand Management,Analytics,2021,36-45,Female,Low,Leeds,Email,36.85,24,29.15,22.39,699.5999999999999,537.36,162.2399999999999,23.190394511149215
484,Consumer Psychology,SEO,2021,56+,Male,High,Birmingham,Email,21.2,275,53.45,22.43,14698.75,6168.25,8530.5,58.0355472404116
485,Advertising Strategy,Branding,2018,18-25,Female,Medium,London,Google Ads,8.45,306,38.42,24.18,11756.52,7399.08,4357.4400000000005,37.06402915148361
486,Social Media Strategy,Social Media,2017,18-25,Female,Medium,Glasgow,Email,24.18,420,31.98,23.71,13431.6,9958.2,3473.3999999999996,25.859912445278294
487,Digital Marketing 101,Digital,2022,26-35,Male,Medium,London,Email,24.91,453,13.36,6.64,6052.08,3007.92,3044.16,50.29940119760479
488,Social Media Strategy,Digital,2019,56+,Female,High,Glasgow,Organic,35.09,82,33.23,24.94,2724.8599999999997,2045.0800000000002,679.7799999999995,24.947336743906096
489,Marketing Analytics,Digital,2024,46-55,Male,Medium,Leeds,Instagram,19.19,61,51.04,20.8,3113.44,1268.8,1844.64,59.24764890282132
490,SEO Mastery,SEO,2021,56+,Female,Low,Birmingham,Organic,35.72,137,40.73,28.23,5580.009999999999,3867.51,1712.499999999999,30.68990915786888
491,Digital Marketing 101,Analytics,2018,26-35,Male,Low,Birmingham,Facebook,44.22,37,51.61,39.91,1909.57,1476.6699999999998,432.9000000000001,22.67002518891688
492,Content Marketing,Branding,2018,56+,Female,Medium,Birmingham,Organic,15.69,74,34.7,23.0,2567.8,1702.0,865.8000000000002,33.71757925072046
493,Advertising Strategy,Social Media,2022,56+,Female,Medium,Glasgow,Google Ads,49.05,26,15.92,9.16,413.92,238.16,175.76000000000002,42.462311557788944
494,Content Marketing,Social Media,2022,26-35,Male,High,Birmingham,Instagram,22.39,360,10.68,4.46,3844.7999999999997,1605.6,2239.2,58.239700374531836
495,Brand Management,SEO,2016,18-25,Female,High,London,Google Ads,17.03,437,25.16,19.32,10994.92,8442.84,2552.08,23.211446740858506
496,Digital Marketing 101,Digital,2016,46-55,Female,High,Birmingham,Facebook,23.97,147,44.9,26.41,6600.3,3882.27,2718.03,41.180400890868604
497,Content Marketing,SEO,2017,26-35,Male,Medium,Leeds,Instagram,9.25,328,49.51,20.38,16239.279999999999,6684.639999999999,9554.64,58.83659866693597
498,Content Marketing,Analytics,2017,36-45,Female,High,London,Email,10.66,238,24.79,16.76,5900.0199999999995,3988.8800000000006,1911.139999999999,32.39209358612342
499,Consumer Psychology,Analytics,2015,18-25,Male,High,Birmingham,Organic,23.65,263,34.78,20.62,9147.14,5423.06,3724.079999999999,40.71305347901092
500,Social Media Strategy,Branding,2017,36-45,Female,Low,Birmingham,Google Ads,39.31,486,31.06,13.97,15095.16,6789.42,8305.74,55.02253702511268
501,Consumer Psychology,Branding,2020,18-25,Male,High,Manchester,Facebook,45.51,219,30.53,14.83,6686.070000000001,3247.77,3438.3000000000006,51.42482803799542
502,Digital Marketing 101,Analytics,2022,46-55,Female,Low,Glasgow,Email,34.92,440,21.57,9.18,9490.8,4039.2,5451.599999999999,57.44089012517385
503,Digital Marketing 101,Analytics,2024,46-55,Female,Low,London,Organic,9.73,303,16.82,10.59,5096.46,3208.77,1887.69,37.03923900118906
504,Marketing Analytics,Analytics,2020,56+,Female,High,Manchester,Email,35.24,240,19.83,12.87,4759.2,3088.7999999999997,1670.4,35.09833585476551
505,Consumer Psychology,SEO,2019,36-45,Male,Low,Leeds,Organic,33.59,250,12.77,7.69,3192.5,1922.5,1270.0,39.780736100234925
506,Email Marketing Guide,Analytics,2018,18-25,Male,Medium,Glasgow,Instagram,41.26,79,19.91,14.47,1572.89,1143.13,429.76,27.322953289804115
507,Social Media Strategy,Social Media,2017,46-55,Male,Medium,London,Email,42.14,113,10.46,7.79,1181.98,880.27,301.71000000000004,25.52581261950287
508,Digital Marketing 101,Digital,2018,26-35,Male,High,Birmingham,Email,44.07,213,41.36,26.73,8809.68,5693.49,3116.1900000000005,35.37234042553192
509,Marketing Analytics,Analytics,2021,46-55,Female,Medium,London,Email,23.64,62,25.82,10.46,1600.84,648.5200000000001,952.3199999999998,59.48876839659179
510,Consumer Psychology,Digital,2015,26-35,Female,Low,Birmingham,Instagram,36.4,471,58.66,39.78,27628.859999999997,18736.38,8892.479999999996,32.18547562222979
511,Social Media Strategy,SEO,2021,18-25,Male,Medium,Glasgow,Facebook,17.07,437,19.69,11.17,8604.53,4881.29,3723.2400000000007,43.27069578466227
512,Consumer Psychology,Digital,2015,46-55,Male,High,Birmingham,Organic,49.97,384,27.29,17.09,10479.36,6562.5599999999995,3916.800000000001,37.37632832539393
513,Content Marketing,SEO,2016,46-55,Male,High,Leeds,Email,12.89,339,27.89,18.4,9454.710000000001,6237.599999999999,3217.1100000000015,34.02653280745788
514,Marketing Analytics,Social Media,2018,18-25,Female,Low,Birmingham,Instagram,5.46,63,10.42,5.63,656.46,354.69,301.77000000000004,45.96928982725528
515,Social Media Strategy,SEO,2015,46-55,Male,High,Leeds,Facebook,11.7,285,51.96,39.84,14808.6,11354.400000000001,3454.199999999999,23.32563510392609
516,Marketing Research,SEO,2025,26-35,Male,Medium,Glasgow,Organic,39.91,344,11.6,5.26,3990.4,1809.4399999999998,2180.96,54.65517241379311
517,Brand Management,Branding,2025,46-55,Female,High,Glasgow,Instagram,25.11,40,57.01,38.12,2280.4,1524.8,755.6000000000001,33.1345378003859
518,Brand Management,Analytics,2025,36-45,Female,Low,London,Organic,25.14,144,54.6,21.94,7862.400000000001,3159.36,4703.040000000001,59.816849816849825
519,Social Media Strategy,Analytics,2023,56+,Male,High,Leeds,Email,47.98,67,36.78,28.32,2464.26,1897.44,566.8200000000002,23.001631321370315
520,Consumer Psychology,Social Media,2020,26-35,Female,Medium,Leeds,Facebook,46.38,114,37.18,16.55,4238.5199999999995,1886.7,2351.8199999999997,55.48682087143626
521,Marketing Analytics,Social Media,2015,36-45,Male,Low,Manchester,Instagram,19.0,275,42.69,18.7,11739.75,5142.5,6597.25,56.19583040524713
522,Brand Management,Analytics,2015,18-25,Female,Medium,Manchester,Facebook,14.41,19,29.35,15.65,557.65,297.35,260.29999999999995,46.67802385008517
523,Marketing Analytics,Branding,2020,26-35,Male,Low,Manchester,Email,43.18,262,42.36,23.27,11098.32,6096.74,5001.58,45.066100094428705
524,Brand Management,Analytics,2018,56+,Male,High,Birmingham,Facebook,45.77,304,12.24,5.95,3720.96,1808.8,1912.16,51.38888888888889
525,Content Marketing,Branding,2018,56+,Male,Low,Manchester,Facebook,29.37,165,12.7,8.05,2095.5,1328.2500000000002,767.2499999999998,36.614173228346445
526,Consumer Psychology,Social Media,2025,18-25,Male,Low,Leeds,Google Ads,33.32,167,32.86,18.97,5487.62,3167.99,2319.63,42.27023737066342
527,Content Marketing,Digital,2020,18-25,Female,High,Birmingham,Facebook,16.56,46,37.48,15.5,1724.08,713.0,1011.0799999999999,58.644610458911416
528,Brand Management,Social Media,2025,26-35,Female,Medium,Glasgow,Organic,41.04,128,54.39,28.71,6961.92,3674.88,3287.04,47.214561500275785
529,Marketing Research,Social Media,2021,46-55,Female,High,London,Instagram,33.45,76,15.23,11.03,1157.48,838.28,319.20000000000005,27.577150361129355
530,Marketing Research,SEO,2023,18-25,Female,Low,Manchester,Google Ads,27.66,251,51.13,34.56,12833.630000000001,8674.560000000001,4159.07,32.407588499902204
531,Content Marketing,SEO,2024,46-55,Male,High,Glasgow,Instagram,7.7,308,20.5,14.14,6314.0,4355.12,1958.88,31.024390243902438
532,Marketing Research,SEO,2019,36-45,Male,Low,Leeds,Instagram,46.22,472,29.7,20.17,14018.4,9520.240000000002,4498.159999999998,32.087542087542076
