Customer_ID,Age,Gender,Country,Income,Book_Name,Author,Units_Sold,Price_per_Unit,Cost_per_Unit,Revenue,Total_Cost,Profit,Profit_Margin (%)
451,46,Male,USA,111353,Machine Learning Algorithms Explained,Steven Halim,13,88.13,42.35,1145.69,550.55,595.14,51.95
452,20,Female,USA,110301,Grokking Algorithms,Steven Halim,11,91.6,52.88,1007.6,581.68,425.92,42.27
453,29,Female,Australia,115648,Grokking Algorithms,Tim Roughgarden,14,80.73,49.76,1130.22,696.64,433.58,38.36
454,43,Female,Germany,45556,Advanced Algorithms,Tim Roughgarden,2,28.86,19.69,57.72,39.38,18.34,31.77
455,33,Female,India,79042,Machine Learning Algorithms Explained,Thomas H. Cormen,8,87.69,58.27,701.52,466.16,235.36,33.55
456,54,Male,India,38099,Competitive Programming Algorithms,Tim Roughgarden,3,26.41,14.65,79.23,43.95,35.28,44.53
457,39,Male,USA,65096,Competitive Programming Algorithms,Chris Albon,3,79.61,50.35,238.83,151.05,87.78,36.75
458,46,Female,UK,91986,Algorithms in Python,Steven Skiena,1,93.96,53.43,93.96,53.43,40.53,43.14
459,31,Male,Germany,33230,Machine Learning Algorithms Explained,Robert Sedgewick,19,41.1,23.25,780.9,441.75,339.15,43.43
460,45,Male,India,49009,Introduction to Algorithms,Thomas H. Cormen,18,104.16,45.25,1874.88,814.5,1060.38,56.56
461,22,Male,USA,90969,Introduction to Algorithms,Thomas H. Cormen,17,23.04,10.09,391.68,171.53,220.15,56.21
462,64,Female,India,53866,Data Structures and Algorithms Made Easy,Chris Albon,13,104.38,58.33,1356.94,758.29,598.65,44.12
463,47,Female,Germany,104246,Algorithms Unlocked,Magnus Lie Hetland,3,66.03,31.74,198.09,95.22,102.87,51.93
464,63,Female,Germany,96975,Algorithms Illuminated,Magnus Lie Hetland,1,41.76,16.97,41.76,16.97,24.79,59.36
465,22,Male,Canada,61855,Competitive Programming Algorithms,Tim Roughgarden,4,33.38,20.59,133.52,82.36,51.16,38.32
466,29,Female,Australia,101557,Grokking Algorithms,Robert Sedgewick,13,115.33,47.26,1499.29,614.38,884.91,59.02
467,33,Female,Australia,26416,Algorithms in Python,Tim Roughgarden,17,27.27,15.78,463.59,268.26,195.33,42.13
468,43,Male,USA,92516,Algorithms Illuminated,Narasimha Karumanchi,11,39.91,22.42,439.01,246.62,192.39,43.82
469,43,Female,Germany,75915,The Algorithm Design Manual,Narasimha Karumanchi,2,54.78,37.83,109.56,75.66,33.9,30.94
470,38,Female,Canada,38058,Algorithms in Python,Thomas H. Cormen,16,82.02,44.72,1312.32,715.52,596.8,45.48
471,56,Male,Canada,96637,The Algorithm Design Manual,Narasimha Karumanchi,2,74.48,31.21,148.96,62.42,86.54,58.1
472,53,Male,India,60718,Machine Learning Algorithms Explained,Magnus Lie Hetland,19,32.56,18.41,618.64,349.79,268.85,43.46
473,50,Male,India,52602,The Algorithm Design Manual,Steven Skiena,19,48.97,31.94,930.43,606.86,323.57,34.78
474,47,Female,Canada,94658,The Algorithm Design Manual,Narasimha Karumanchi,16,43.88,30.67,702.08,490.72,211.36,30.1
475,54,Female,India,98112,Advanced Algorithms,Tim Roughgarden,19,41.35,21.88,785.65,415.72,369.93,47.09
476,40,Female,Germany,78067,Advanced Algorithms,Steven Halim,9,61.11,30.32,549.99,272.88,277.11,50.38
477,27,Male,UK,47516,Advanced Algorithms,Thomas H. Cormen,1,90.4,60.75,90.4,60.75,29.65,32.8
478,22,Male,Germany,107969,Machine Learning Algorithms Explained,Steven Skiena,10,41.75,19.1,417.5,191.0,226.5,54.25
479,53,Female,Canada,21089,Algorithms Illuminated,Steven Skiena,19,56.67,33.13,1076.73,629.47,447.26,41.54
480,51,Female,Canada,57346,Algorithms in Python,Tim Roughgarden,1,59.09,30.83,59.09,30.83,28.26,47.83
481,48,Male,Germany,94663,Algorithms in Python,Thomas H. Cormen,2,117.65,48.51,235.3,97.02,138.28,58.77
482,27,Male,India,30487,Grokking Algorithms,Magnus Lie Hetland,16,115.47,58.22,1847.52,931.52,916.0,49.58
483,36,Male,India,20155,Advanced Algorithms,Steven Skiena,12,100.01,47.96,1200.12,575.52,624.6,52.04
484,49,Male,Australia,87494,Machine Learning Algorithms Explained,Thomas H. Cormen,8,44.17,26.76,353.36,214.08,139.28,39.42
485,18,Female,Canada,96229,Grokking Algorithms,Tim Roughgarden,18,26.8,18.35,482.4,330.3,152.1,31.53
486,22,Male,USA,58547,Algorithms Unlocked,Steven Skiena,2,51.69,24.83,103.38,49.66,53.72,51.96
487,62,Female,Australia,48795,Grokking Algorithms,Robert Sedgewick,13,46.68,30.04,606.84,390.52,216.32,35.65
488,21,Female,India,75296,Algorithms Illuminated,Thomas H. Cormen,6,70.59,29.41,423.54,176.46,247.08,58.34
489,33,Female,Germany,41447,Competitive Programming Algorithms,Narasimha Karumanchi,6,97.77,54.89,586.62,329.34,257.28,43.86
490,41,Male,India,56598,The Algorithm Design Manual,Steven Skiena,9,105.83,44.57,952.47,401.13,551.34,57.89
491,33,Male,Germany,61814,Advanced Algorithms,Tim Roughgarden,16,104.49,71.08,1671.84,1137.28,534.56,31.97
492,19,Male,Australia,110751,Competitive Programming Algorithms,Narasimha Karumanchi,11,55.97,35.26,615.67,387.86,227.81,37.0
493,45,Male,Canada,95330,Grokking Algorithms,Thomas H. Cormen,7,88.72,53.0,621.04,371.0,250.04,40.26
494,49,Female,India,118745,Machine Learning Algorithms Explained,Narasimha Karumanchi,10,51.28,33.19,512.8,331.9,180.9,35.28
495,44,Male,Germany,107960,The Algorithm Design Manual,Robert Sedgewick,10,26.09,15.5,260.9,155.0,105.9,40.59
496,37,Male,Canada,83278,Algorithms in Python,Magnus Lie Hetland,18,90.16,62.27,1622.88,1120.86,502.02,30.93
497,41,Female,USA,75077,Introduction to Algorithms,Steven Skiena,9,20.98,12.89,188.82,116.01,72.81,38.56
498,29,Male,Germany,91906,The Algorithm Design Manual,Aditya Bhargava,15,60.92,41.27,913.8,619.05,294.75,32.26
499,52,Female,Australia,29528,Algorithms Illuminated,Aditya Bhargava,4,52.94,29.39,211.76,117.56,94.2,44.48
500,50,Female,USA,113812,Algorithms Illuminated,Narasimha Karumanchi,8,89.34,38.87,714.72,310.96,403.76,56.49
501,50,Female,USA,70100,Grokking Algorithms,Chris Albon,9,96.62,53.96,869.58,485.64,383.94,44.15
502,60,Female,UK,28179,Algorithms Unlocked,Thomas H. Cormen,13,50.41,22.08,655.33,287.04,368.29,56.2
503,54,Female,India,68781,Algorithms Illuminated,Aditya Bhargava,9,101.16,58.44,910.44,525.96,384.48,42.23
504,29,Female,Germany,75267,Algorithms Illuminated,Chris Albon,4,49.39,26.91,197.56,107.64,89.92,45.52
505,20,Female,USA,102379,Machine Learning Algorithms Explained,Aditya Bhargava,17,64.63,37.92,1098.71,644.64,454.07,41.33
506,18,Female,UK,43952,Grokking Algorithms,Chris Albon,16,92.7,37.36,1483.2,597.76,885.44,59.7
507,50,Male,Australia,73798,The Algorithm Design Manual,Thomas H. Cormen,15,89.29,40.94,1339.35,614.1,725.25,54.15
508,57,Male,Canada,118696,Algorithms Unlocked,Steven Halim,3,118.74,65.0,356.22,195.0,161.22,45.26
509,27,Male,Germany,70939,Competitive Programming Algorithms,Aditya Bhargava,5,42.52,29.13,212.6,145.65,66.95,31.49
510,60,Male,USA,49516,Introduction to Algorithms,Robert Sedgewick,5,86.23,44.42,431.15,222.1,209.05,48.49
511,61,Female,India,76526,Advanced Algorithms,Steven Skiena,15,80.97,42.7,1214.55,640.5,574.05,47.26
512,46,Male,UK,30449,Algorithms in Python,Chris Albon,18,111.51,68.51,2007.18,1233.18,774.0,38.56
513,30,Female,USA,70290,Algorithms Illuminated,Steven Skiena,15,35.64,20.71,534.6,310.65,223.95,41.89
514,29,Male,India,106661,Grokking Algorithms,Tim Roughgarden,2,95.18,46.61,190.36,93.22,97.14,51.03
515,48,Male,USA,92954,Advanced Algorithms,Tim Roughgarden,13,76.83,40.2,998.79,522.6,476.19,47.68
516,63,Male,Germany,42746,Algorithms in Python,Thomas H. Cormen,4,47.47,22.09,189.88,88.36,101.52,53.47
517,19,Female,Germany,87990,Algorithms in Python,Chris Albon,10,67.44,46.52,674.4,465.2,209.2,31.02
518,52,Male,Germany,78810,Competitive Programming Algorithms,Thomas H. Cormen,13,53.38,23.44,693.94,304.72,389.22,56.09
519,40,Female,Australia,103297,Competitive Programming Algorithms,Tim Roughgarden,10,77.93,39.87,779.3,398.7,380.6,48.84
520,34,Female,Australia,35223,Competitive Programming Algorithms,Thomas H. Cormen,9,108.9,44.4,980.1,399.6,580.5,59.23
521,43,Male,UK,92237,Data Structures and Algorithms Made Easy,Tim Roughgarden,8,76.93,35.89,615.44,287.12,328.32,53.35
522,25,Male,Germany,22597,Data Structures and Algorithms Made Easy,Tim Roughgarden,3,83.17,52.74,249.51,158.22,91.29,36.59
523,46,Male,India,85677,Algorithms in Python,Thomas H. Cormen,16,71.87,33.09,1149.92,529.44,620.48,53.96
524,43,Female,USA,22659,Competitive Programming Algorithms,Aditya Bhargava,14,25.12,10.65,351.68,149.1,202.58,57.6
525,27,Male,Canada,106516,Machine Learning Algorithms Explained,Narasimha Karumanchi,9,43.29,23.48,389.61,211.32,178.29,45.76
526,43,Female,India,94567,Algorithms Illuminated,Steven Halim,11,69.2,27.89,761.2,306.79,454.41,59.7
527,51,Female,Australia,35037,Advanced Algorithms,Tim Roughgarden,3,51.02,21.71,153.06,65.13,87.93,57.45
528,58,Male,Australia,66738,Advanced Algorithms,Tim Roughgarden,5,38.18,24.52,190.9,122.6,68.3,35.78
529,24,Male,India,91678,Data Structures and Algorithms Made Easy,Robert Sedgewick,10,70.41,44.46,704.1,444.6,259.5,36.86
530,21,Female,Australia,32109,Algorithms in Python,Steven Halim,13,52.28,35.27,679.64,458.51,221.13,32.54
531,62,Female,Germany,42010,Grokking Algorithms,Thomas H. Cormen,4,45.81,30.07,183.24,120.28,62.96,34.36
532,28,Female,UK,28787,The Algorithm Design Manual,Steven Skiena,13,66.4,40.17,863.2,522.21,340.99,39.5
533,46,Male,USA,28472,The Algorithm Design Manual,Chris Albon,12,33.33,13.86,399.96,166.32,233.64,58.42
534,53,Female,UK,43383,Data Structures and Algorithms Made Easy,Tim Roughgarden,5,112.77,71.59,563.85,357.95,205.9,36.52
535,42,Male,USA,81709,Grokking Algorithms,Narasimha Karumanchi,10,106.77,69.79,1067.7,697.9,369.8,34.64
536,38,Female,USA,89785,Data Structures and Algorithms Made Easy,Chris Albon,9,90.76,58.06,816.84,522.54,294.3,36.03
537,53,Female,UK,54518,The Algorithm Design Manual,Steven Halim,7,30.62,16.92,214.34,118.44,95.9,44.74
538,27,Male,India,73909,Grokking Algorithms,Chris Albon,2,97.59,45.85,195.18,91.7,103.48,53.02
539,54,Female,USA,38351,Competitive Programming Algorithms,Aditya Bhargava,7,100.8,65.88,705.6,461.16,244.44,34.64
540,26,Male,UK,89624,Algorithms in Python,Tim Roughgarden,8,96.78,59.82,774.24,478.56,295.68,38.19
541,41,Male,USA,73330,Advanced Algorithms,Chris Albon,7,31.4,21.8,219.8,152.6,67.2,30.57
542,52,Female,Canada,35282,Machine Learning Algorithms Explained,Steven Skiena,14,84.39,37.7,1181.46,527.8,653.66,55.33
543,52,Male,India,104866,Algorithms Unlocked,Steven Skiena,19,103.43,48.37,1965.17,919.03,1046.14,53.23
544,53,Male,Germany,41778,Algorithms in Python,Tim Roughgarden,5,77.74,36.04,388.7,180.2,208.5,53.64
545,35,Female,USA,44264,Competitive Programming Algorithms,Magnus Lie Hetland,18,84.64,53.98,1523.52,971.64,551.88,36.22
546,56,Male,Canada,79675,The Algorithm Design Manual,Steven Skiena,12,65.84,30.03,790.08,360.36,429.72,54.39
547,49,Male,Germany,25075,Competitive Programming Algorithms,Chris Albon,17,72.87,30.61,1238.79,520.37,718.42,57.99
548,41,Male,Germany,95948,Data Structures and Algorithms Made Easy,Thomas H. Cormen,13,23.44,16.4,304.72,213.2,91.52,30.03
549,40,Female,USA,68454,Grokking Algorithms,Steven Skiena,2,83.9,34.18,167.8,68.36,99.44,59.26
550,49,Male,UK,48365,Advanced Algorithms,Steven Halim,13,28.14,18.31,365.82,238.03,127.79,34.93
551,54,Female,USA,92766,Algorithms Illuminated,Magnus Lie Hetland,7,63.5,32.36,444.5,226.52,217.98,49.04
552,29,Female,Canada,68200,Data Structures and Algorithms Made Easy,Chris Albon,10,49.27,32.15,492.7,321.5,171.2,34.75
553,30,Male,Germany,31002,Algorithms in Python,Thomas H. Cormen,6,74.54,42.22,447.24,253.32,193.92,43.36
554,40,Male,USA,33947,Data Structures and Algorithms Made Easy,Robert Sedgewick,3,33.34,22.35,100.02,67.05,32.97,32.96
555,42,Male,UK,99222,Algorithms in Python,Thomas H. Cormen,3,89.16,60.44,267.48,181.32,86.16,32.21
556,52,Female,USA,114840,Algorithms Illuminated,Aditya Bhargava,18,99.5,40.07,1791.0,721.26,1069.74,59.73
557,58,Male,India,98610,Introduction to Algorithms,Robert Sedgewick,11,36.34,15.36,399.74,168.96,230.78,57.73
558,47,Male,UK,72142,Advanced Algorithms,Aditya Bhargava,5,30.43,14.46,152.15,72.3,79.85,52.48
559,34,Male,Canada,76307,Machine Learning Algorithms Explained,Robert Sedgewick,19,34.55,20.76,656.45,394.44,262.01,39.91
560,37,Male,Germany,24493,Machine Learning Algorithms Explained,Robert Sedgewick,19,107.71,71.79,2046.49,1364.01,682.48,33.35
561,42,Male,USA,70085,Algorithms Unlocked,Thomas H. Cormen,15,72.82,39.18,1092.3,587.7,504.6,46.2
562,39,Female,UK,54228,Competitive Programming Algorithms,Narasimha Karumanchi,16,66.73,38.84,1067.68,621.44,446.24,41.8
563,30,Female,India,99676,Introduction to Algorithms,Steven Halim,9,30.67,14.0,276.03,126.0,150.03,54.35
564,36,Male,UK,71875,Machine Learning Algorithms Explained,Thomas H. Cormen,4,84.96,54.5,339.84,218.0,121.84,35.85
565,53,Male,Australia,51655,Data Structures and Algorithms Made Easy,Steven Skiena,15,106.8,73.71,1602.0,1105.65,496.35,30.98
566,29,Male,India,63472,Competitive Programming Algorithms,Chris Albon,12,102.82,49.41,1233.84,592.92,640.92,51.95
567,58,Male,Canada,69437,Introduction to Algorithms,Magnus Lie Hetland,3,82.61,45.31,247.83,135.93,111.9,45.15
568,36,Female,Germany,69416,Grokking Algorithms,Steven Halim,14,27.53,11.72,385.42,164.08,221.34,57.43
569,29,Male,Canada,79711,Grokking Algorithms,Aditya Bhargava,17,31.24,17.74,531.08,301.58,229.5,43.21
570,26,Female,USA,26816,Competitive Programming Algorithms,Thomas H. Cormen,19,24.93,13.73,473.67,260.87,212.8,44.93
571,24,Female,UK,97175,Algorithms in Python,Aditya Bhargava,6,45.75,20.28,274.5,121.68,152.82,55.67
572,45,Male,Australia,84307,Algorithms in Python,Narasimha Karumanchi,4,33.57,17.88,134.28,71.52,62.76,46.74
573,31,Female,India,66733,Data Structures and Algorithms Made Easy,Magnus Lie Hetland,7,46.0,23.01,322.0,161.07,160.93,49.98
574,48,Female,India,115028,Introduction to Algorithms,Thomas H. Cormen,19,58.51,32.56,1111.69,618.64,493.05,44.35
575,36,Female,UK,31240,Introduction to Algorithms,Aditya Bhargava,17,114.3,65.8,1943.1,1118.6,824.5,42.43
576,64,Female,Australia,118234,Competitive Programming Algorithms,Narasimha Karumanchi,16,81.04,32.62,1296.64,521.92,774.72,59.75
577,33,Male,UK,112493,The Algorithm Design Manual,Chris Albon,15,103.5,65.03,1552.5,975.45,577.05,37.17
578,22,Male,USA,118344,Grokking Algorithms,Chris Albon,8,91.04,55.89,728.32,447.12,281.2,38.61
579,52,Female,Canada,91363,Introduction to Algorithms,Aditya Bhargava,19,31.25,15.93,593.75,302.67,291.08,49.02
580,29,Male,India,52762,Competitive Programming Algorithms,Steven Halim,8,93.59,38.92,748.72,311.36,437.36,58.41
581,42,Male,USA,28259,Algorithms Illuminated,Magnus Lie Hetland,18,47.51,29.76,855.18,535.68,319.5,37.36
582,38,Male,Canada,70139,Algorithms Unlocked,Tim Roughgarden,16,83.91,57.61,1342.56,921.76,420.8,31.34
583,53,Male,USA,34849,Algorithms Illuminated,Steven Halim,19,54.1,25.54,1027.9,485.26,542.64,52.79
584,40,Male,Australia,101768,Advanced Algorithms,Chris Albon,10,119.77,59.53,1197.7,595.3,602.4,50.3
585,33,Female,India,109709,Data Structures and Algorithms Made Easy,Magnus Lie Hetland,17,46.36,21.1,788.12,358.7,429.42,54.49
586,56,Male,UK,74869,Introduction to Algorithms,Narasimha Karumanchi,13,47.91,27.46,622.83,356.98,265.85,42.68
587,62,Male,UK,83095,Advanced Algorithms,Thomas H. Cormen,13,113.07,50.48,1469.91,656.24,813.67,55.36
588,59,Male,Canada,90910,Machine Learning Algorithms Explained,Robert Sedgewick,7,22.46,11.38,157.22,79.66,77.56,49.33
589,56,Male,Germany,106710,Advanced Algorithms,Aditya Bhargava,10,89.67,54.62,896.7,546.2,350.5,39.09
590,31,Female,Australia,43567,Competitive Programming Algorithms,Thomas H. Cormen,2,92.53,52.56,185.06,105.12,79.94,43.2
591,48,Female,Canada,55292,Introduction to Algorithms,Magnus Lie Hetland,4,103.64,53.47,414.56,213.88,200.68,48.41
592,22,Female,Germany,94813,Algorithms Unlocked,Steven Skiena,6,117.44,61.78,704.64,370.68,333.96,47.39
593,52,Female,USA,117136,Competitive Programming Algorithms,Narasimha Karumanchi,18,117.56,66.85,2116.08,1203.3,912.78,43.14
594,40,Male,Australia,71631,Competitive Programming Algorithms,Tim Roughgarden,6,26.53,10.66,159.18,63.96,95.22,59.82
595,46,Female,USA,29885,Data Structures and Algorithms Made Easy,Robert Sedgewick,17,102.18,43.28,1737.06,735.76,1001.3,57.64
596,60,Male,India,79659,Data Structures and Algorithms Made Easy,Steven Skiena,14,84.63,56.23,1184.82,787.22,397.6,33.56
597,28,Male,Australia,74306,Grokking Algorithms,Tim Roughgarden,11,84.73,35.87,932.03,394.57,537.46,57.67
598,35,Male,Germany,86314,Grokking Algorithms,Thomas H. Cormen,19,32.83,20.09,623.77,381.71,242.06,38.81
599,64,Male,India,85087,Algorithms in Python,Chris Albon,2,85.02,57.47,170.04,114.94,55.1,32.4
600,29,Male,UK,49165,The Algorithm Design Manual,Steven Halim,3,118.25,56.9,354.75,170.7,184.05,51.88
601,26,Female,Germany,78929,Introduction to Algorithms,Aditya Bhargava,11,111.18,56.83,1222.98,625.13,597.85,48.88
602,27,Female,Canada,87028,Introduction to Algorithms,Thomas H. Cormen,6,63.91,36.47,383.46,218.82,164.64,42.94
603,61,Female,UK,115998,Advanced Algorithms,Tim Roughgarden,14,23.99,15.94,335.86,223.16,112.7,33.56
604,34,Female,UK,69812,Introduction to Algorithms,Robert Sedgewick,19,56.23,38.38,1068.37,729.22,339.15,31.74
605,55,Male,Canada,70500,Introduction to Algorithms,Magnus Lie Hetland,16,102.64,63.83,1642.24,1021.28,620.96,37.81
606,24,Female,Australia,99151,The Algorithm Design Manual,Chris Albon,7,90.15,38.4,631.05,268.8,362.25,57.4
607,63,Male,UK,78643,Machine Learning Algorithms Explained,Magnus Lie Hetland,8,65.93,39.61,527.44,316.88,210.56,39.92
608,30,Female,Germany,64900,Grokking Algorithms,Robert Sedgewick,19,25.51,13.34,484.69,253.46,231.23,47.71
609,57,Male,India,62946,Grokking Algorithms,Magnus Lie Hetland,16,62.69,33.93,1003.04,542.88,460.16,45.88
610,59,Male,UK,27851,Algorithms Unlocked,Tim Roughgarden,7,66.9,27.75,468.3,194.25,274.05,58.52
611,26,Female,Germany,36288,Introduction to Algorithms,Narasimha Karumanchi,9,112.86,51.61,1015.74,464.49,551.25,54.27
612,44,Male,USA,92692,The Algorithm Design Manual,Magnus Lie Hetland,13,84.11,53.59,1093.43,696.67,396.76,36.29
613,19,Male,Germany,87580,Grokking Algorithms,Steven Halim,1,51.17,27.44,51.17,27.44,23.73,46.37
614,22,Female,India,27368,The Algorithm Design Manual,Thomas H. Cormen,8,72.53,35.58,580.24,284.64,295.6,50.94
615,46,Male,Germany,105436,Algorithms Illuminated,Thomas H. Cormen,4,26.61,13.71,106.44,54.84,51.6,48.48
616,54,Female,Canada,116136,Machine Learning Algorithms Explained,Tim Roughgarden,3,117.26,76.96,351.78,230.88,120.9,34.37
617,55,Female,India,66403,Introduction to Algorithms,Steven Skiena,3,56.01,34.99,168.03,104.97,63.06,37.53
618,36,Female,Australia,111170,Algorithms Unlocked,Robert Sedgewick,13,67.79,32.65,881.27,424.45,456.82,51.84
619,25,Male,USA,29168,Advanced Algorithms,Chris Albon,8,55.53,24.17,444.24,193.36,250.88,56.47
620,62,Male,Canada,106497,Grokking Algorithms,Tim Roughgarden,7,88.25,41.97,617.75,293.79,323.96,52.44
621,18,Male,Australia,69879,Algorithms Illuminated,Narasimha Karumanchi,1,86.22,58.3,86.22,58.3,27.92,32.38
622,39,Female,Germany,79871,The Algorithm Design Manual,Chris Albon,16,91.53,52.58,1464.48,841.28,623.2,42.55
623,34,Male,India,109388,Data Structures and Algorithms Made Easy,Steven Halim,6,46.81,26.22,280.86,157.32,123.54,43.99
624,24,Female,USA,118646,Competitive Programming Algorithms,Robert Sedgewick,7,51.57,29.85,360.99,208.95,152.04,42.12
625,42,Female,Canada,52174,Introduction to Algorithms,Chris Albon,12,32.53,16.58,390.36,198.96,191.4,49.03
626,62,Male,Australia,119751,Introduction to Algorithms,Magnus Lie Hetland,9,85.55,54.93,769.95,494.37,275.58,35.79
627,21,Female,Australia,112491,Algorithms Illuminated,Tim Roughgarden,11,23.98,13.36,263.78,146.96,116.82,44.29
628,53,Male,USA,26581,The Algorithm Design Manual,Thomas H. Cormen,10,79.77,34.7,797.7,347.0,450.7,56.5
629,23,Male,Germany,91853,Algorithms in Python,Robert Sedgewick,1,106.97,46.93,106.97,46.93,60.04,56.13
630,48,Male,USA,84046,Introduction to Algorithms,Aditya Bhargava,18,109.08,61.2,1963.44,1101.6,861.84,43.89
631,36,Male,Australia,69678,Algorithms in Python,Steven Halim,4,64.9,44.2,259.6,176.8,82.8,31.9
632,61,Male,UK,46649,Data Structures and Algorithms Made Easy,Thomas H. Cormen,5,65.93,32.47,329.65,162.35,167.3,50.75
633,56,Female,Canada,108668,Algorithms Illuminated,Robert Sedgewick,9,27.7,18.31,249.3,164.79,84.51,33.9
634,44,Female,USA,102325,The Algorithm Design Manual,Narasimha Karumanchi,17,87.08,54.79,1480.36,931.43,548.93,37.08
635,27,Female,Australia,34567,The Algorithm Design Manual,Tim Roughgarden,3,102.13,48.44,306.39,145.32,161.07,52.57
636,43,Male,Germany,100404,Machine Learning Algorithms Explained,Magnus Lie Hetland,16,44.47,18.27,711.52,292.32,419.2,58.92
637,36,Male,Australia,109906,Competitive Programming Algorithms,Thomas H. Cormen,5,62.13,26.75,310.65,133.75,176.9,56.95
638,56,Male,Germany,116019,Grokking Algorithms,Thomas H. Cormen,16,103.88,64.25,1662.08,1028.0,634.08,38.15
639,20,Female,USA,81944,Grokking Algorithms,Steven Halim,3,107.71,49.54,323.13,148.62,174.51,54.01
640,62,Male,Germany,98002,Advanced Algorithms,Chris Albon,15,44.32,22.66,664.8,339.9,324.9,48.87
641,30,Female,India,48803,Algorithms Unlocked,Narasimha Karumanchi,3,75.06,41.32,225.18,123.96,101.22,44.95
642,45,Female,India,38230,Algorithms Illuminated,Chris Albon,14,39.25,24.24,549.5,339.36,210.14,38.24
643,37,Male,India,37862,Data Structures and Algorithms Made Easy,Magnus Lie Hetland,16,30.19,13.1,483.04,209.6,273.44,56.61
644,45,Male,UK,63355,The Algorithm Design Manual,Thomas H. Cormen,17,111.11,57.99,1888.87,985.83,903.04,47.81
645,25,Female,USA,51259,Competitive Programming Algorithms,Narasimha Karumanchi,18,102.05,55.67,1836.9,1002.06,834.84,45.45
646,58,Male,Australia,119075,Algorithms in Python,Narasimha Karumanchi,18,96.0,53.98,1728.0,971.64,756.36,43.77
647,56,Female,Australia,107445,Algorithms Illuminated,Steven Skiena,14,24.88,16.06,348.32,224.84,123.48,35.45
648,18,Male,UK,50795,Advanced Algorithms,Tim Roughgarden,18,104.37,47.12,1878.66,848.16,1030.5,54.85
649,20,Male,Germany,28770,Algorithms Illuminated,Thomas H. Cormen,15,63.8,40.98,957.0,614.7,342.3,35.77
650,30,Female,UK,31093,Advanced Algorithms,Thomas H. Cormen,15,54.24,32.97,813.6,494.55,319.05,39.21
651,45,Male,Germany,66571,The Algorithm Design Manual,Narasimha Karumanchi,6,74.65,42.31,447.9,253.86,194.04,43.32
652,42,Female,Germany,20193,Algorithms Unlocked,Chris Albon,15,29.14,17.77,437.1,266.55,170.55,39.02
653,50,Male,Canada,37569,Advanced Algorithms,Thomas H. Cormen,18,95.66,50.09,1721.88,901.62,820.26,47.64
654,55,Female,Australia,31190,The Algorithm Design Manual,Narasimha Karumanchi,4,78.24,34.54,312.96,138.16,174.8,55.85
655,23,Female,India,82824,The Algorithm Design Manual,Thomas H. Cormen,8,38.66,23.19,309.28,185.52,123.76,40.02
656,61,Male,Germany,62752,Algorithms Unlocked,Narasimha Karumanchi,15,38.82,21.64,582.3,324.6,257.7,44.26
657,62,Female,Canada,52327,Grokking Algorithms,Steven Skiena,3,38.42,22.74,115.26,68.22,47.04,40.81
658,49,Male,Australia,62070,Algorithms Illuminated,Tim Roughgarden,15,25.7,12.89,385.5,193.35,192.15,49.84
659,62,Male,India,105925,Introduction to Algorithms,Narasimha Karumanchi,13,78.78,52.94,1024.14,688.22,335.92,32.8
660,64,Male,Germany,60197,Introduction to Algorithms,Thomas H. Cormen,9,104.03,59.94,936.27,539.46,396.81,42.38
661,38,Female,Germany,22261,Algorithms in Python,Magnus Lie Hetland,2,21.75,9.26,43.5,18.52,24.98,57.43
662,33,Female,UK,113905,Algorithms in Python,Tim Roughgarden,8,24.9,13.32,199.2,106.56,92.64,46.51
663,38,Male,UK,46512,Introduction to Algorithms,Steven Skiena,17,77.28,48.45,1313.76,823.65,490.11,37.31
664,28,Male,Australia,26716,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,13,101.95,65.07,1325.35,845.91,479.44,36.17
665,54,Female,India,106795,Introduction to Algorithms,Magnus Lie Hetland,1,52.67,28.88,52.67,28.88,23.79,45.17
666,53,Male,Germany,48933,Algorithms in Python,Narasimha Karumanchi,2,54.96,36.74,109.92,73.48,36.44,33.15
667,52,Male,Australia,24378,Competitive Programming Algorithms,Chris Albon,15,79.63,38.25,1194.45,573.75,620.7,51.97
668,36,Female,Australia,60583,Algorithms in Python,Thomas H. Cormen,12,47.42,24.81,569.04,297.72,271.32,47.68
669,37,Male,USA,105371,Data Structures and Algorithms Made Easy,Robert Sedgewick,14,22.66,15.17,317.24,212.38,104.86,33.05
670,35,Female,UK,49033,Algorithms Illuminated,Steven Halim,2,93.52,62.55,187.04,125.1,61.94,33.12
671,64,Male,India,44000,Introduction to Algorithms,Thomas H. Cormen,18,82.56,50.01,1486.08,900.18,585.9,39.43
672,58,Female,Germany,95868,Algorithms Unlocked,Chris Albon,7,78.08,51.35,546.56,359.45,187.11,34.23
673,31,Male,Australia,62604,Competitive Programming Algorithms,Magnus Lie Hetland,6,94.17,40.18,565.02,241.08,323.94,57.33
674,32,Male,Germany,88336,The Algorithm Design Manual,Chris Albon,14,87.52,57.72,1225.28,808.08,417.2,34.05
675,48,Female,USA,115074,Data Structures and Algorithms Made Easy,Aditya Bhargava,8,40.59,20.14,324.72,161.12,163.6,50.38
676,18,Male,India,115655,Algorithms in Python,Narasimha Karumanchi,2,55.25,25.06,110.5,50.12,60.38,54.64
677,20,Female,Australia,93869,Algorithms Unlocked,Narasimha Karumanchi,17,32.61,15.39,554.37,261.63,292.74,52.81
